CustomerID,DaysSinceLast,Churned,ChurnRiskScore
13267,40,0,0.222
13268,56,0,0.311
13269,349,1,1.0
13270,466,1,1.0
13271,383,1,1.0
13272,187,1,1.0
13273,360,1,1.0
13274,87,0,0.483
13275,65,0,0.361
13276,53,0,0.294
13277,259,1,1.0
13278,59,0,0.328
13279,1,0,0.006
13280,87,0,0.483
13281,87,0,0.483
13282,504,1,1.0
13283,33,0,0.183
13284,143,1,0.794
13285,487,1,1.0
13286,415,1,1.0
13287,235,1,1.0
13288,550,1,1.0
13289,145,1,0.806
13290,5,0,0.028
13291,7,0,0.039
13292,120,1,0.667
13293,76,0,0.422
13294,44,0,0.244
13295,359,1,1.0
13296,258,1,1.0
13297,324,1,1.0
13298,186,1,1.0
13299,98,1,0.544
13300,456,1,1.0
13301,18,0,0.1
13302,363,0,1.0
13303,4,0,0.022
13304,284,1,1.0
13305,89,1,0.494
13306,164,1,0.911
13307,61,0,0.339
13308,44,0,0.244
13309,195,1,1.0
13310,105,1,0.583
13311,217,1,1.0
13312,119,1,0.661
13313,152,1,0.844
13314,104,1,0.578
13315,504,1,1.0
13316,457,1,1.0
13317,34,0,0.189
13318,302,1,1.0
13319,51,0,0.283
13320,165,0,0.917
13321,66,1,0.367
13322,29,0,0.161
13323,428,1,1.0
13324,38,0,0.211
13325,274,1,1.0
13326,11,0,0.061
13327,202,1,1.0
13328,0,0,0.0
13329,21,0,0.117
13330,240,1,1.0
13331,222,0,1.0
13332,207,1,1.0
13333,493,1,1.0
13334,8,0,0.044
13335,474,1,1.0
13336,52,0,0.289
13337,44,0,0.244
13338,434,1,1.0
13339,1,0,0.006
13340,52,0,0.289
13341,457,1,1.0
13342,80,0,0.444
13343,17,0,0.094
13344,307,1,1.0
13345,0,0,0.0
13346,89,0,0.494
13347,206,1,1.0
13348,58,0,0.322
13349,15,0,0.083
13350,595,0,1.0
13351,94,1,0.522
13352,437,1,1.0
13353,214,1,1.0
13354,145,0,0.806
13355,73,0,0.406
13356,730,1,1.0
13357,198,1,1.0
13358,700,1,1.0
13359,237,0,1.0
13360,71,0,0.394
13361,77,0,0.428
13362,406,1,1.0
13363,222,1,1.0
13364,11,0,0.061
13365,183,1,1.0
13366,228,1,1.0
13367,5,0,0.028
13368,173,1,0.961
13369,206,1,1.0
13370,109,1,0.606
13371,59,0,0.328
13372,370,1,1.0
13373,390,1,1.0
13374,74,0,0.411
13375,572,0,1.0
13376,81,1,0.45
13377,76,0,0.422
13378,544,1,1.0
13379,328,1,1.0
13380,207,1,1.0
13381,7,0,0.039
13382,42,0,0.233
13383,108,1,0.6
13384,361,1,1.0
13385,730,1,1.0
13386,389,1,1.0
13387,184,1,1.0
13388,44,0,0.244
13389,35,0,0.194
13390,730,1,1.0
13391,51,0,0.283
13392,57,0,0.317
13393,486,1,1.0
13394,390,1,1.0
13395,104,1,0.578
13396,315,1,1.0
13397,65,0,0.361
13398,140,1,0.778
13399,49,0,0.272
13400,610,0,1.0
13401,164,1,0.911
13402,87,0,0.483
13403,49,0,0.272
13404,127,1,0.706
13405,0,0,0.0
13406,100,1,0.556
13407,280,1,1.0
13408,76,0,0.422
13409,401,1,1.0
13410,241,1,1.0
13411,356,1,1.0
13412,72,0,0.4
13413,100,1,0.556
13414,76,0,0.422
13415,6,0,0.033
13416,599,1,1.0
13417,398,1,1.0
13418,319,1,1.0
13419,134,1,0.744
13420,110,1,0.611
13421,282,1,1.0
13422,312,1,1.0
13423,375,1,1.0
13424,46,0,0.256
13425,84,0,0.467
13426,402,1,1.0
13427,21,0,0.117
13428,425,1,1.0
13429,390,1,1.0
13430,81,0,0.45
13431,730,1,1.0
13432,74,0,0.411
13433,108,1,0.6
13434,114,1,0.633
13435,109,1,0.606
13436,273,1,1.0
13437,63,0,0.35
13438,730,1,1.0
13439,134,1,0.744
13440,4,0,0.022
13441,24,0,0.133
13442,471,1,1.0
13443,15,0,0.083
13444,0,0,0.0
13445,95,1,0.528
13446,344,1,1.0
13447,553,1,1.0
13448,730,1,1.0
13449,304,1,1.0
13450,151,1,0.839
13451,83,1,0.461
13452,82,0,0.456
13453,102,1,0.567
13454,226,0,1.0
13455,59,0,0.328
13456,12,0,0.067
13457,10,0,0.056
13458,127,1,0.706
13459,66,0,0.367
13460,297,1,1.0
13461,14,0,0.078
13462,109,1,0.606
13463,110,1,0.611
13464,150,1,0.833
13465,554,1,1.0
13466,596,1,1.0
13467,64,0,0.356
13468,419,1,1.0
13469,139,1,0.772
13470,433,1,1.0
13471,71,1,0.394
13472,513,1,1.0
13473,270,1,1.0
13474,37,0,0.206
13475,18,0,0.1
13476,95,1,0.528
13477,5,0,0.028
13478,123,1,0.683
13479,226,1,1.0
13480,414,0,1.0
13481,44,0,0.244
13482,146,1,0.811
13483,468,1,1.0
13484,7,0,0.039
13485,402,1,1.0
13486,365,1,1.0
13487,98,1,0.544
13488,65,0,0.361
13489,478,1,1.0
13490,140,1,0.778
13491,67,0,0.372
13492,60,0,0.333
13493,730,1,1.0
13494,541,1,1.0
13495,1,0,0.006
13496,6,0,0.033
13497,132,1,0.733
13498,99,1,0.55
13499,9,0,0.05
13500,2,0,0.011
13501,444,1,1.0
13502,50,0,0.278
13503,133,1,0.739
13504,362,1,1.0
13505,69,0,0.383
13506,542,1,1.0
13507,89,1,0.494
13508,101,1,0.561
13509,70,0,0.389
13510,389,1,1.0
13511,135,1,0.75
13512,645,1,1.0
13513,305,1,1.0
13514,56,1,0.311
13515,300,1,1.0
13516,11,0,0.061
13517,185,1,1.0
13518,415,1,1.0
13519,96,1,0.533
13520,118,1,0.656
13521,18,0,0.1
13522,282,1,1.0
13523,267,1,1.0
13524,28,0,0.156
13525,452,1,1.0
13526,6,0,0.033
13527,58,0,0.322
13528,10,0,0.056
13529,346,1,1.0
13530,72,0,0.4
13531,730,1,1.0
13532,63,0,0.35
13533,312,0,1.0
13534,202,1,1.0
13535,506,1,1.0
13536,9,0,0.05
13537,58,0,0.322
13538,67,0,0.372
13539,333,1,1.0
13540,67,0,0.372
13541,3,0,0.017
13542,269,1,1.0
13543,255,1,1.0
13544,62,0,0.344
13545,730,1,1.0
13546,269,1,1.0
13547,125,1,0.694
13548,76,0,0.422
13549,94,1,0.522
13550,115,1,0.639
13551,489,1,1.0
13552,90,0,0.5
13553,171,1,0.95
13554,116,1,0.644
13555,300,1,1.0
13556,202,1,1.0
13557,730,1,1.0
13558,82,0,0.456
13559,59,1,0.328
13560,60,0,0.333
13561,730,1,1.0
13562,144,1,0.8
13563,391,1,1.0
13564,86,0,0.478
13565,694,1,1.0
13566,27,1,0.15
13567,72,0,0.4
13568,112,1,0.622
13569,12,0,0.067
13570,187,1,1.0
13571,76,0,0.422
13572,730,0,1.0
13573,184,1,1.0
13574,49,0,0.272
13575,67,0,0.372
13576,40,0,0.222
13577,62,0,0.344
13578,107,0,0.594
13579,54,0,0.3
13580,9,0,0.05
13581,258,1,1.0
13582,320,1,1.0
13583,156,0,0.867
13584,60,0,0.333
13585,387,1,1.0
13586,12,0,0.067
13587,260,1,1.0
13588,0,0,0.0
13589,63,0,0.35
13590,730,1,1.0
13591,61,0,0.339
13592,321,1,1.0
13593,77,0,0.428
13594,730,1,1.0
13595,494,0,1.0
13596,497,1,1.0
13597,371,1,1.0
13598,6,0,0.033
13599,248,1,1.0
13600,131,1,0.728
13601,7,0,0.039
13602,252,1,1.0
13603,461,1,1.0
13604,10,0,0.056
13605,131,1,0.728
13606,36,0,0.2
13607,201,1,1.0
13608,17,0,0.094
13609,54,0,0.3
13610,72,0,0.4
13611,16,0,0.089
13612,51,0,0.283
13613,325,1,1.0
13614,410,1,1.0
13615,59,0,0.328
13616,2,0,0.011
13617,128,1,0.711
13618,172,1,0.956
13619,50,0,0.278
13620,36,0,0.2
13621,4,0,0.022
13622,3,0,0.017
13623,8,0,0.044
13624,81,0,0.45
13625,392,1,1.0
13626,7,0,0.039
13627,55,0,0.306
13628,18,0,0.1
13629,5,0,0.028
13630,75,0,0.417
13631,352,1,1.0
13632,49,0,0.272
13633,478,1,1.0
13634,290,1,1.0
13635,412,1,1.0
13636,110,1,0.611
13637,297,1,1.0
13638,77,0,0.428
13639,123,1,0.683
13640,429,0,1.0
13641,1,0,0.006
13642,53,0,0.294
13643,431,1,1.0
13644,483,1,1.0
13645,283,1,1.0
13646,59,0,0.328
13647,100,1,0.556
13648,74,0,0.411
13649,417,1,1.0
13650,9,0,0.05
13651,392,1,1.0
13652,61,0,0.339
13653,128,1,0.711
13654,269,1,1.0
13655,49,0,0.272
13656,329,1,1.0
13657,84,0,0.467
13658,11,0,0.061
13659,49,0,0.272
13660,59,0,0.328
13661,162,1,0.9
13662,437,1,1.0
13663,78,0,0.433
13664,404,1,1.0
13665,33,0,0.183
13666,82,0,0.456
13667,83,0,0.461
13668,387,1,1.0
13669,42,0,0.233
13670,174,1,0.967
13671,730,1,1.0
13672,616,1,1.0
13673,382,1,1.0
13674,65,0,0.361
13675,170,1,0.944
13676,14,0,0.078
13677,47,0,0.261
13678,1,0,0.006
13679,6,0,0.033
13680,1,0,0.006
13681,212,1,1.0
13682,565,1,1.0
13683,76,0,0.422
13684,491,1,1.0
13685,254,1,1.0
13686,2,0,0.011
13687,386,1,1.0
13688,239,1,1.0
13689,370,1,1.0
13690,318,1,1.0
13691,544,1,1.0
13692,119,1,0.661
13693,125,1,0.694
13694,145,0,0.806
13695,355,1,1.0
13696,315,1,1.0
13697,332,1,1.0
13698,88,0,0.489
13699,468,1,1.0
13700,1,0,0.006
13701,153,1,0.85
13702,20,0,0.111
13703,175,1,0.972
13704,236,1,1.0
13705,581,1,1.0
13706,7,0,0.039
13707,424,1,1.0
13708,1,0,0.006
13709,730,1,1.0
13710,730,1,1.0
13711,77,0,0.428
13712,347,1,1.0
13713,1,0,0.006
13714,7,0,0.039
13715,563,1,1.0
13716,83,0,0.461
13717,0,0,0.0
13718,730,0,1.0
13719,0,0,0.0
13720,730,1,1.0
13721,261,1,1.0
13722,429,0,1.0
13723,232,1,1.0
13724,57,0,0.317
13725,61,0,0.339
13726,25,0,0.139
13727,73,0,0.406
13728,242,1,1.0
13729,388,1,1.0
13730,730,1,1.0
13731,223,1,1.0
13732,56,0,0.311
13733,32,1,0.178
13734,140,1,0.778
13735,730,1,1.0
13736,730,1,1.0
13737,225,1,1.0
13738,64,0,0.356
13739,29,0,0.161
13740,308,1,1.0
13741,63,0,0.35
13742,267,1,1.0
13743,89,0,0.494
13744,83,0,0.461
13745,288,1,1.0
13746,147,1,0.817
13747,474,1,1.0
13748,730,1,1.0
13749,420,1,1.0
13750,22,0,0.122
13751,18,0,0.1
13752,55,0,0.306
13753,301,1,1.0
13754,13,0,0.072
13755,201,1,1.0
13756,508,1,1.0
13757,185,1,1.0
13758,20,0,0.111
13759,5,0,0.028
13760,278,1,1.0
13761,69,0,0.383
13762,3,0,0.017
13763,730,1,1.0
13764,122,1,0.678
13765,7,0,0.039
13766,101,1,0.561
13767,418,1,1.0
13768,271,1,1.0
13769,0,0,0.0
13770,8,0,0.044
13771,5,0,0.028
13772,36,0,0.2
13773,79,1,0.439
13774,238,1,1.0
13775,19,1,0.106
13776,218,1,1.0
13777,64,0,0.356
13778,2,0,0.011
13779,730,1,1.0
13780,586,1,1.0
13781,302,1,1.0
13782,476,1,1.0
13783,57,0,0.317
13784,454,1,1.0
13785,61,0,0.339
13786,468,1,1.0
13787,53,0,0.294
13788,43,0,0.239
13789,198,0,1.0
13790,227,1,1.0
13791,0,0,0.0
13792,252,1,1.0
13793,192,1,1.0
13794,80,1,0.444
13795,730,0,1.0
13796,515,1,1.0
13797,18,0,0.1
13798,6,0,0.033
13799,130,1,0.722
13800,236,1,1.0
13801,8,0,0.044
13802,8,0,0.044
13803,730,1,1.0
13804,253,1,1.0
13805,48,0,0.267
13806,74,0,0.411
13807,57,1,0.317
13808,56,0,0.311
13809,50,0,0.278
13810,16,0,0.089
13811,237,1,1.0
13812,414,1,1.0
13813,354,1,1.0
13814,167,1,0.928
13815,94,1,0.522
13816,568,1,1.0
13817,19,0,0.106
13818,64,0,0.356
13819,4,0,0.022
13820,549,1,1.0
13821,79,0,0.439
13822,3,0,0.017
13823,406,1,1.0
13824,47,0,0.261
13825,173,1,0.961
13826,82,0,0.456
13827,110,1,0.611
13828,405,1,1.0
13829,16,0,0.089
13830,52,0,0.289
13831,101,1,0.561
13832,77,0,0.428
13833,301,1,1.0
13834,215,1,1.0
13835,136,1,0.756
13836,102,1,0.567
13837,15,0,0.083
13838,101,1,0.561
13839,0,0,0.0
13840,227,1,1.0
13841,50,0,0.278
13842,195,1,1.0
13843,39,0,0.217
13844,160,1,0.889
13845,20,0,0.111
13846,64,0,0.356
13847,648,0,1.0
13848,6,0,0.033
13849,404,1,1.0
13850,121,1,0.672
13851,58,0,0.322
13852,3,0,0.017
13853,131,0,0.728
13854,404,0,1.0
13855,256,1,1.0
13856,279,1,1.0
13857,424,1,1.0
13858,307,1,1.0
13859,29,0,0.161
13860,208,1,1.0
13861,77,0,0.428
13862,730,1,1.0
13863,465,1,1.0
13864,547,1,1.0
13865,4,0,0.022
13866,227,1,1.0
13867,26,0,0.144
13868,463,1,1.0
13869,61,0,0.339
13870,559,1,1.0
13871,77,0,0.428
13872,83,0,0.461
13873,488,1,1.0
13874,478,1,1.0
13875,445,1,1.0
13876,65,0,0.361
13877,289,1,1.0
13878,730,1,1.0
13879,281,1,1.0
13880,201,1,1.0
13881,63,0,0.35
13882,162,0,0.9
13883,70,0,0.389
13884,46,0,0.256
13885,440,1,1.0
13886,117,1,0.65
13887,120,1,0.667
13888,580,1,1.0
13889,33,0,0.183
13890,150,1,0.833
13891,141,1,0.783
13892,54,0,0.3
13893,80,0,0.444
13894,110,1,0.611
13895,515,1,1.0
13896,123,1,0.683
13897,71,0,0.394
13898,601,0,1.0
13899,207,1,1.0
13900,295,1,1.0
13901,104,1,0.578
13902,638,1,1.0
13903,567,1,1.0
13904,131,0,0.728
13905,2,0,0.011
13906,66,0,0.367
13907,1,0,0.006
13908,159,1,0.883
13909,76,1,0.422
13910,243,1,1.0
13911,226,1,1.0
13912,248,1,1.0
13913,145,1,0.806
13914,439,1,1.0
13915,241,1,1.0
13916,97,1,0.539
13917,62,0,0.344
13918,0,0,0.0
13919,325,1,1.0
13920,89,0,0.494
13921,44,0,0.244
13922,375,1,1.0
13923,47,0,0.261
13924,144,1,0.8
13925,20,0,0.111
13926,221,1,1.0
13927,67,0,0.372
13928,102,1,0.567
13929,21,0,0.117
13930,58,0,0.322
13931,398,0,1.0
13932,38,0,0.211
13933,19,0,0.106
13934,319,1,1.0
13935,1,0,0.006
13936,162,1,0.9
13937,165,1,0.917
13938,70,0,0.389
13939,103,1,0.572
13940,92,1,0.511
13941,122,1,0.678
13942,97,1,0.539
13943,66,0,0.367
13944,68,0,0.378
13945,106,1,0.589
13946,503,1,1.0
13947,145,1,0.806
13948,25,0,0.139
13949,104,1,0.578
13950,367,1,1.0
13951,24,0,0.133
13952,367,1,1.0
13953,87,0,0.483
13954,181,1,1.0
13955,75,0,0.417
13956,7,0,0.039
13957,441,0,1.0
13958,259,1,1.0
13959,263,1,1.0
13960,341,1,1.0
13961,341,1,1.0
13962,10,0,0.056
13963,191,1,1.0
13964,392,1,1.0
13965,101,1,0.561
13966,11,0,0.061
13967,334,1,1.0
13968,77,0,0.428
13969,342,1,1.0
13970,110,1,0.611
13971,68,0,0.378
13972,76,0,0.422
13973,40,0,0.222
13974,299,1,1.0
13975,48,0,0.267
13976,56,0,0.311
13977,5,0,0.028
13978,169,1,0.939
13979,591,1,1.0
13980,27,0,0.15
13981,289,1,1.0
13982,181,1,1.0
13983,0,0,0.0
13984,143,1,0.794
13985,122,1,0.678
13986,56,0,0.311
13987,154,1,0.856
13988,181,1,1.0
13989,60,0,0.333
13990,3,0,0.017
13991,154,1,0.856
13992,507,1,1.0
13993,77,0,0.428
13994,172,1,0.956
13995,26,0,0.144
13996,63,0,0.35
13997,22,0,0.122
13998,141,1,0.783
13999,541,1,1.0
14000,4,0,0.022
14001,77,0,0.428
14002,271,1,1.0
14003,151,1,0.839
14004,279,1,1.0
14005,84,0,0.467
14006,78,1,0.433
14007,58,0,0.322
14008,63,0,0.35
14009,457,1,1.0
14010,401,1,1.0
14011,131,1,0.728
14012,134,0,0.744
14013,406,1,1.0
14014,341,1,1.0
14015,68,0,0.378
14016,6,0,0.033
14017,383,1,1.0
14018,96,1,0.533
14019,57,0,0.317
14020,104,1,0.578
14021,356,1,1.0
14022,92,1,0.511
14023,3,0,0.017
14024,31,0,0.172
14025,52,0,0.289
14026,219,1,1.0
14027,72,0,0.4
14028,21,0,0.117
14029,573,1,1.0
14030,53,0,0.294
14031,32,0,0.178
14032,72,0,0.4
14033,48,0,0.267
14034,249,1,1.0
14035,49,0,0.272
14036,402,1,1.0
14037,593,1,1.0
14038,69,0,0.383
14039,5,0,0.028
14040,71,0,0.394
14041,118,0,0.656
14042,76,0,0.422
14043,107,1,0.594
14044,87,0,0.483
14045,730,1,1.0
14046,1,1,0.006
14047,30,0,0.167
14048,0,0,0.0
14049,211,1,1.0
14050,480,0,1.0
14051,225,1,1.0
14052,452,1,1.0
14053,71,0,0.394
14054,417,1,1.0
14055,258,1,1.0
14056,10,0,0.056
14057,112,1,0.622
14058,124,1,0.689
14059,15,0,0.083
14060,290,1,1.0
14061,1,0,0.006
14062,346,1,1.0
14063,380,1,1.0
14064,6,0,0.033
14065,95,1,0.528
14066,730,1,1.0
14067,33,1,0.183
14068,6,0,0.033
14069,476,1,1.0
14070,183,1,1.0
14071,270,0,1.0
14072,109,1,0.606
14073,427,1,1.0
14074,169,1,0.939
14075,69,0,0.383
14076,471,0,1.0
14077,97,1,0.539
14078,0,0,0.0
14079,7,0,0.039
14080,57,0,0.317
14081,19,0,0.106
14082,80,0,0.444
14083,290,0,1.0
14084,147,1,0.817
14085,66,0,0.367
14086,18,0,0.1
14087,251,1,1.0
14088,730,1,1.0
14089,490,1,1.0
14090,184,1,1.0
14091,730,1,1.0
14092,7,0,0.039
14093,345,1,1.0
14094,312,1,1.0
14095,353,1,1.0
14096,179,1,0.994
14097,317,1,1.0
14098,214,1,1.0
14099,11,0,0.061
14100,107,1,0.594
14101,88,0,0.489
14102,497,1,1.0
14103,152,1,0.844
14104,50,0,0.278
14105,60,0,0.333
14106,49,0,0.272
14107,98,1,0.544
14108,149,1,0.828
14109,9,0,0.05
14110,285,1,1.0
14111,39,0,0.217
14112,165,1,0.917
14113,399,1,1.0
14114,54,0,0.3
14115,730,1,1.0
14116,122,1,0.678
14117,14,0,0.078
14118,297,1,1.0
14119,9,0,0.05
14120,88,0,0.489
14121,498,1,1.0
14122,102,1,0.567
14123,84,0,0.467
14124,209,1,1.0
14125,106,1,0.589
14126,20,1,0.111
14127,168,1,0.933
14128,730,1,1.0
14129,14,0,0.078
14130,131,1,0.728
14131,1,0,0.006
14132,47,0,0.261
14133,8,0,0.044
14134,64,0,0.356
14135,16,1,0.089
14136,333,1,1.0
14137,469,1,1.0
14138,286,1,1.0
14139,99,1,0.55
14140,88,0,0.489
14141,326,1,1.0
14142,346,1,1.0
14143,58,0,0.322
14144,88,1,0.489
14145,191,1,1.0
14146,102,1,0.567
14147,730,1,1.0
14148,306,1,1.0
14149,367,1,1.0
14150,156,1,0.867
14151,10,0,0.056
14152,255,1,1.0
14153,328,1,1.0
14154,123,1,0.683
14155,730,1,1.0
14156,631,1,1.0
14157,77,0,0.428
14158,103,1,0.572
14159,210,1,1.0
14160,108,1,0.6
14161,157,1,0.872
14162,52,0,0.289
14163,613,1,1.0
14164,2,0,0.011
14165,251,1,1.0
14166,271,1,1.0
14167,315,1,1.0
14168,3,0,0.017
14169,109,1,0.606
14170,26,0,0.144
14171,730,1,1.0
14172,197,1,1.0
14173,41,0,0.228
14174,11,0,0.061
14175,547,1,1.0
14176,29,0,0.161
14177,129,1,0.717
14178,307,1,1.0
14179,94,1,0.522
14180,117,1,0.65
14181,220,1,1.0
14182,224,1,1.0
14183,9,0,0.05
14184,730,1,1.0
14185,358,1,1.0
14186,730,1,1.0
14187,553,1,1.0
14188,15,0,0.083
14189,13,0,0.072
14190,159,0,0.883
14191,291,1,1.0
14192,76,0,0.422
14193,13,0,0.072
14194,57,0,0.317
14195,382,1,1.0
14196,51,0,0.283
14197,172,1,0.956
14198,152,1,0.844
14199,210,1,1.0
14200,585,1,1.0
14201,240,1,1.0
14202,25,0,0.139
14203,57,0,0.317
14204,81,0,0.45
14205,410,1,1.0
14206,107,1,0.594
14207,67,0,0.372
14208,730,1,1.0
14209,2,0,0.011
14210,399,1,1.0
14211,730,1,1.0
14212,53,0,0.294
14213,40,0,0.222
14214,58,0,0.322
14215,394,1,1.0
14216,730,1,1.0
14217,34,0,0.189
14218,12,0,0.067
14219,440,1,1.0
14220,21,0,0.117
14221,458,1,1.0
14222,47,0,0.261
14223,131,1,0.728
14224,252,1,1.0
14225,125,1,0.694
14226,80,0,0.444
14227,216,1,1.0
14228,207,1,1.0
14229,194,1,1.0
14230,1,0,0.006
14231,75,0,0.417
14232,235,1,1.0
14233,225,0,1.0
14234,258,0,1.0
14235,480,1,1.0
14236,46,0,0.256
14237,730,1,1.0
14238,158,0,0.878
14239,475,1,1.0
14240,123,1,0.683
14241,119,1,0.661
14242,406,1,1.0
14243,5,0,0.028
14244,84,0,0.467
14245,23,0,0.128
14246,478,1,1.0
14247,162,1,0.9
14248,70,0,0.389
14249,97,1,0.539
14250,57,0,0.317
14251,296,1,1.0
14252,103,1,0.572
14253,2,0,0.011
14254,172,1,0.956
14255,375,1,1.0
14256,492,1,1.0
14257,386,1,1.0
14258,362,1,1.0
14259,61,0,0.339
14260,56,0,0.311
14261,29,0,0.161
14262,56,0,0.311
14263,173,1,0.961
14264,478,1,1.0
14265,97,1,0.539
14266,89,0,0.494
14267,356,1,1.0
14268,103,1,0.572
14269,421,1,1.0
14270,86,0,0.478
14271,102,1,0.567
14272,110,1,0.611
14273,4,0,0.022
14274,498,0,1.0
14275,111,1,0.617
14276,111,1,0.617
14277,447,1,1.0
14278,111,1,0.617
14279,413,1,1.0
14280,197,1,1.0
14281,153,1,0.85
14282,49,0,0.272
14283,63,0,0.35
14284,106,1,0.589
14285,74,0,0.411
14286,6,0,0.033
14287,155,1,0.861
14288,361,1,1.0
14289,41,0,0.228
14290,35,0,0.194
14291,730,1,1.0
14292,38,0,0.211
14293,69,0,0.383
14294,197,1,1.0
14295,730,1,1.0
14296,97,1,0.539
14297,110,1,0.611
14298,16,0,0.089
14299,4,0,0.022
14300,365,1,1.0
14301,22,0,0.122
14302,562,1,1.0
14303,504,1,1.0
14304,385,1,1.0
14305,74,0,0.411
14306,55,0,0.306
14307,291,1,1.0
14308,435,1,1.0
14309,180,1,1.0
14310,69,0,0.383
14311,12,0,0.067
14312,239,1,1.0
14313,296,1,1.0
14314,47,0,0.261
14315,292,1,1.0
14316,0,0,0.0
14317,65,0,0.361
14318,73,0,0.406
14319,11,0,0.061
14320,406,1,1.0
14321,336,1,1.0
14322,237,1,1.0
14323,425,1,1.0
14324,189,1,1.0
14325,58,0,0.322
14326,115,1,0.639
14327,66,0,0.367
14328,474,1,1.0
14329,255,1,1.0
14330,9,1,0.05
14331,10,1,0.056
14332,2,0,0.011
14333,54,1,0.3
14334,112,1,0.622
14335,621,1,1.0
14336,354,1,1.0
14337,2,0,0.011
14338,47,0,0.261
14339,6,0,0.033
14340,429,1,1.0
14341,74,0,0.411
14342,303,1,1.0
14343,730,1,1.0
14344,1,0,0.006
14345,23,0,0.128
14346,299,1,1.0
14347,62,0,0.344
14348,239,1,1.0
14349,2,0,0.011
14350,16,0,0.089
14351,406,1,1.0
14352,113,1,0.628
14353,463,1,1.0
14354,457,1,1.0
14355,122,1,0.678
14356,501,1,1.0
14357,70,0,0.389
14358,64,0,0.356
14359,108,1,0.6
14360,0,0,0.0
14361,252,1,1.0
14362,270,1,1.0
14363,151,1,0.839
14364,730,1,1.0
14365,353,0,1.0
14366,221,1,1.0
14367,116,0,0.644
14368,148,1,0.822
14369,55,0,0.306
14370,77,0,0.428
14371,106,1,0.589
14372,229,1,1.0
14373,58,0,0.322
14374,102,1,0.567
14375,53,0,0.294
14376,224,1,1.0
14377,109,1,0.606
14378,23,1,0.128
14379,495,1,1.0
14380,730,1,1.0
14381,109,1,0.606
14382,104,1,0.578
14383,220,1,1.0
14384,541,0,1.0
14385,479,1,1.0
14386,83,0,0.461
14387,313,1,1.0
14388,298,1,1.0
14389,58,0,0.322
14390,312,1,1.0
14391,730,1,1.0
14392,39,0,0.217
14393,532,1,1.0
14394,48,0,0.267
14395,61,0,0.339
14396,41,0,0.228
14397,122,1,0.678
14398,4,0,0.022
14399,107,1,0.594
14400,437,0,1.0
14401,51,0,0.283
14402,5,1,0.028
14403,83,0,0.461
14404,324,0,1.0
14405,2,0,0.011
14406,79,0,0.439
14407,107,1,0.594
14408,214,1,1.0
14409,4,0,0.022
14410,269,1,1.0
14411,116,1,0.644
14412,550,1,1.0
14413,730,1,1.0
14414,63,0,0.35
14415,6,0,0.033
14416,36,0,0.2
14417,142,1,0.789
14418,5,0,0.028
14419,10,0,0.056
14420,7,0,0.039
14421,298,1,1.0
14422,52,0,0.289
14423,276,1,1.0
14424,59,0,0.328
14425,83,0,0.461
14426,68,0,0.378
14427,431,1,1.0
14428,10,0,0.056
14429,57,0,0.317
14430,4,0,0.022
14431,404,1,1.0
14432,532,1,1.0
14433,309,1,1.0
14434,169,1,0.939
14435,3,0,0.017
14436,75,0,0.417
14437,212,1,1.0
14438,446,0,1.0
14439,0,0,0.0
14440,194,1,1.0
14441,72,0,0.4
14442,261,1,1.0
14443,68,0,0.378
14444,283,1,1.0
14445,39,0,0.217
14446,10,0,0.056
14447,730,1,1.0
14448,281,1,1.0
14449,24,0,0.133
14450,99,1,0.55
14451,76,0,0.422
14452,168,1,0.933
14453,574,1,1.0
14454,403,1,1.0
14455,381,1,1.0
14456,103,1,0.572
14457,49,0,0.272
14458,16,0,0.089
14459,575,1,1.0
14460,449,1,1.0
14461,246,1,1.0
14462,84,0,0.467
14463,377,1,1.0
14464,298,1,1.0
14465,173,1,0.961
14466,356,1,1.0
14467,475,0,1.0
14468,55,0,0.306
14469,96,1,0.533
14470,403,1,1.0
14471,730,1,1.0
14472,135,1,0.75
14473,189,1,1.0
14474,73,0,0.406
14475,526,1,1.0
14476,11,0,0.061
14477,336,1,1.0
14478,15,0,0.083
14479,1,0,0.006
14480,105,1,0.583
14481,87,0,0.483
14482,208,1,1.0
14483,74,0,0.411
14484,158,1,0.878
14485,87,0,0.483
14486,258,1,1.0
14487,50,0,0.278
14488,535,1,1.0
14489,15,0,0.083
14490,200,1,1.0
14491,240,1,1.0
14492,66,0,0.367
14493,413,1,1.0
14494,192,1,1.0
14495,4,0,0.022
14496,7,0,0.039
14497,280,1,1.0
14498,46,0,0.256
14499,0,0,0.0
14500,0,0,0.0
14501,91,1,0.506
14502,66,0,0.367
14503,30,0,0.167
14504,61,0,0.339
14505,2,0,0.011
14506,279,1,1.0
14507,51,0,0.283
14508,151,0,0.839
14509,128,1,0.711
14510,589,1,1.0
14511,0,0,0.0
14512,66,0,0.367
14513,321,1,1.0
14514,248,1,1.0
14515,176,1,0.978
14516,2,0,0.011
14517,61,0,0.339
14518,216,1,1.0
14519,203,1,1.0
14520,517,1,1.0
14521,375,1,1.0
14522,501,1,1.0
14523,239,1,1.0
14524,136,1,0.756
14525,18,0,0.1
14526,74,0,0.411
14527,389,1,1.0
14528,2,0,0.011
14529,300,1,1.0
14530,1,0,0.006
14531,144,1,0.8
14532,342,1,1.0
14533,567,1,1.0
14534,70,0,0.389
14535,73,0,0.406
14536,85,0,0.472
