CustomerID,SignupDate,AgeGroup,Gender,Country,City,PreferredChannel,LoyaltyTier,EmailOptIn,CustomerType
13752,2023-08-23,25-34,F,United Kingdom,City_109,Web,Silver,1,occasional
13753,2023-03-28,25-34,F,United Kingdom,City_21,Web,Gold,1,at_risk
13754,2023-01-25,55-64,F,Germany,City_26,Web,Bronze,0,loyal
13755,2023-10-18,45-54,F,United Kingdom,City_13,Web,Bronze,1,at_risk
13756,2023-03-28,35-44,F,United Kingdom,City_26,Mobile App,Bronze,1,one_time
13757,2023-02-01,25-34,M,EIRE,City_185,In-Store,Bronze,1,occasional
13758,2024-07-30,35-44,M,United Kingdom,City_44,Web,Silver,1,occasional
13759,2023-12-11,35-44,M,Netherlands,City_1,Web,Gold,1,loyal
13760,2023-04-10,45-54,M,United Kingdom,City_67,Web,Bronze,0,occasional
13761,2023-09-24,35-44,F,Australia,City_28,Web,Bronze,1,occasional
13762,2023-03-09,55-64,F,United Kingdom,City_45,Web,Silver,1,loyal
13763,2023-08-28,35-44,F,France,City_117,Mobile App,Gold,0,one_time
13764,2023-09-20,25-34,F,United Kingdom,City_140,Mobile App,Silver,1,occasional
13765,2023-09-28,35-44,F,Germany,City_65,Phone,Silver,1,loyal
13766,2023-03-20,45-54,F,United Kingdom,City_75,Web,Bronze,1,occasional
13767,2023-04-28,45-54,M,United Kingdom,City_153,Web,Bronze,0,occasional
13768,2023-08-27,45-54,F,United Kingdom,City_57,In-Store,Bronze,1,occasional
13769,2023-11-11,25-34,F,United Kingdom,City_74,Mobile App,Silver,0,loyal
13770,2023-10-02,55-64,F,United Kingdom,City_176,Web,Bronze,1,loyal
13771,2023-11-13,18-24,M,United Kingdom,City_75,Phone,Bronze,1,loyal
13772,2024-09-30,35-44,M,United Kingdom,City_99,Web,Bronze,1,occasional
13773,2024-01-02,45-54,M,Portugal,City_191,Mobile App,Bronze,0,occasional
13774,2023-08-22,35-44,F,United Kingdom,City_9,Mobile App,Gold,0,at_risk
13775,2024-09-07,25-34,M,United Kingdom,City_113,Phone,Bronze,0,occasional
13776,2023-10-12,25-34,F,United Kingdom,City_162,Mobile App,Bronze,1,at_risk
13777,2023-05-23,55-64,M,Australia,City_96,Web,Silver,1,occasional
13778,2023-08-26,35-44,F,Switzerland,City_90,Mobile App,Gold,1,loyal
13779,2023-05-27,25-34,M,United Kingdom,City_59,Mobile App,Gold,1,one_time
13780,2023-04-17,45-54,F,United Kingdom,City_172,Mobile App,Bronze,1,one_time
13781,2023-11-05,25-34,M,United Kingdom,City_137,Web,Bronze,1,one_time
13782,2023-03-23,25-34,M,United Kingdom,City_73,Mobile App,Silver,1,one_time
13783,2023-07-31,35-44,M,United Kingdom,City_91,Mobile App,Silver,0,occasional
13784,2023-05-04,25-34,F,France,City_177,Mobile App,Silver,1,one_time
13785,2023-10-30,35-44,M,Portugal,City_3,Web,Silver,1,occasional
13786,2023-06-10,35-44,M,United Kingdom,City_84,Mobile App,Bronze,0,one_time
13787,2024-02-28,55-64,M,Germany,City_67,Web,Silver,0,occasional
13788,2023-11-23,35-44,F,Australia,City_58,Mobile App,Silver,1,occasional
13789,2023-10-19,25-34,F,United Kingdom,City_161,Web,Silver,1,at_risk
13790,2024-03-14,45-54,F,United Kingdom,City_67,In-Store,Bronze,1,one_time
13791,2023-11-05,55-64,F,United Kingdom,City_5,Web,Silver,1,loyal
13792,2024-01-19,25-34,F,United Kingdom,City_49,Mobile App,Bronze,1,one_time
13793,2023-06-18,65+,M,Switzerland,City_114,Web,Gold,0,occasional
13794,2023-05-16,65+,F,United Kingdom,City_85,Mobile App,Bronze,0,occasional
13795,2023-04-22,25-34,F,United Kingdom,City_147,Mobile App,Bronze,1,one_time
13796,2023-07-30,45-54,F,United Kingdom,City_168,Web,Bronze,1,one_time
13797,2023-10-27,55-64,F,Netherlands,City_64,Web,Silver,1,loyal
13798,2023-06-06,25-34,M,United Kingdom,City_182,Mobile App,Bronze,0,loyal
13799,2024-03-18,25-34,F,United Kingdom,City_18,Web,Bronze,1,at_risk
13800,2023-10-22,45-54,F,United Kingdom,City_104,Web,Silver,0,occasional
13801,2023-07-28,35-44,F,United Kingdom,City_22,Web,Silver,0,loyal
13802,2023-09-26,35-44,M,Netherlands,City_56,Mobile App,Silver,1,loyal
13803,2023-08-15,18-24,F,United Kingdom,City_154,In-Store,Bronze,1,one_time
13804,2023-04-05,25-34,F,United Kingdom,City_72,Web,Bronze,0,occasional
13805,2023-10-04,25-34,M,United Kingdom,City_64,Mobile App,Bronze,1,occasional
13806,2023-02-16,35-44,F,United Kingdom,City_76,Web,Bronze,1,occasional
13807,2023-06-10,18-24,F,United Kingdom,City_74,Mobile App,Silver,0,occasional
13808,2023-07-28,45-54,M,United Kingdom,City_16,Web,Bronze,0,occasional
13809,2024-01-21,35-44,F,United Kingdom,City_115,In-Store,Bronze,0,occasional
13810,2023-04-20,25-34,M,United Kingdom,City_74,Mobile App,Bronze,1,loyal
13811,2023-02-16,18-24,F,United Kingdom,City_88,Web,Silver,1,occasional
13812,2023-04-14,25-34,F,United Kingdom,City_55,Phone,Silver,1,occasional
13813,2023-10-27,45-54,M,United Kingdom,City_74,In-Store,Silver,0,one_time
13814,2023-10-19,25-34,F,United Kingdom,City_70,Web,Gold,0,occasional
13815,2023-12-22,45-54,M,Australia,City_38,Web,Silver,1,occasional
13816,2023-03-06,25-34,F,United Kingdom,City_181,Web,Bronze,1,one_time
13817,2024-07-18,65+,F,EIRE,City_185,Web,Gold,1,occasional
13818,2023-08-08,35-44,F,United Kingdom,City_59,Web,Gold,1,occasional
13819,2023-04-30,25-34,M,Portugal,City_173,Mobile App,Bronze,1,loyal
13820,2023-06-15,25-34,M,United Kingdom,City_4,Mobile App,Bronze,1,one_time
13821,2023-06-13,55-64,F,United Kingdom,City_160,Web,Bronze,0,occasional
13822,2023-05-02,25-34,F,United Kingdom,City_92,Web,Gold,1,loyal
13823,2023-10-08,25-34,F,Germany,City_95,Mobile App,Bronze,1,one_time
13824,2023-11-28,25-34,M,Canada,City_4,Mobile App,Silver,0,occasional
13825,2023-09-14,25-34,M,United Kingdom,City_85,Web,Silver,0,occasional
13826,2023-05-30,55-64,M,United Kingdom,City_120,Web,Bronze,1,occasional
13827,2023-01-13,55-64,F,United Kingdom,City_143,Web,Bronze,0,occasional
13828,2023-07-03,35-44,M,United Kingdom,City_166,Mobile App,Silver,1,one_time
13829,2024-01-15,25-34,F,France,City_40,Mobile App,Silver,1,loyal
13830,2023-11-09,35-44,F,United Kingdom,City_49,Mobile App,Bronze,1,occasional
13831,2023-03-28,25-34,F,EIRE,City_151,Mobile App,Silver,1,occasional
13832,2023-04-24,25-34,F,United Kingdom,City_136,Web,Bronze,1,occasional
13833,2023-03-08,35-44,F,France,City_189,In-Store,Bronze,1,at_risk
13834,2023-09-16,35-44,M,United Kingdom,City_61,Web,Silver,0,at_risk
13835,2024-03-20,25-34,M,United Kingdom,City_109,Web,Silver,1,at_risk
13836,2023-07-10,25-34,F,Canada,City_111,Mobile App,Bronze,0,occasional
13837,2023-12-12,18-24,M,France,City_195,Web,Bronze,0,loyal
13838,2024-04-07,25-34,M,United Kingdom,City_2,Web,Bronze,1,occasional
13839,2023-04-13,18-24,M,United Kingdom,City_48,Web,Bronze,1,loyal
13840,2023-03-30,25-34,F,United Kingdom,City_21,Mobile App,Bronze,0,occasional
13841,2023-09-18,45-54,F,Belgium,City_180,Web,Silver,1,occasional
13842,2023-12-04,45-54,M,United Kingdom,City_69,Phone,Gold,0,at_risk
13843,2023-12-09,55-64,M,United Kingdom,City_27,Mobile App,Platinum,1,occasional
13844,2023-02-24,25-34,F,EIRE,City_180,Mobile App,Gold,1,occasional
13845,2023-04-16,35-44,F,United Kingdom,City_111,Phone,Bronze,0,loyal
13846,2023-07-21,55-64,F,United Kingdom,City_72,Web,Silver,1,occasional
13847,2023-03-01,45-54,F,EIRE,City_44,Web,Bronze,1,one_time
13848,2023-03-03,55-64,M,United Kingdom,City_98,Web,Gold,1,loyal
13849,2023-07-21,45-54,M,United Kingdom,City_9,Web,Silver,0,one_time
13850,2023-01-25,18-24,F,Spain,City_12,Mobile App,Silver,1,occasional
13851,2023-06-11,25-34,F,United Kingdom,City_48,In-Store,Bronze,1,occasional
13852,2023-08-01,35-44,F,USA,City_34,Web,Bronze,1,loyal
13853,2023-06-12,65+,M,United Kingdom,City_140,Web,Platinum,1,occasional
13854,2023-07-18,45-54,F,United Kingdom,City_83,Mobile App,Gold,0,one_time
13855,2024-03-26,35-44,M,United Kingdom,City_114,Web,Bronze,0,one_time
13856,2023-06-09,35-44,F,United Kingdom,City_129,Web,Bronze,1,at_risk
13857,2023-07-24,45-54,M,Canada,City_10,Web,Bronze,1,one_time
13858,2023-04-26,45-54,F,United Kingdom,City_39,Mobile App,Silver,1,at_risk
13859,2023-05-02,65+,M,United Kingdom,City_62,In-Store,Bronze,1,loyal
13860,2023-10-25,25-34,F,United Kingdom,City_8,In-Store,Bronze,1,occasional
13861,2023-06-03,35-44,F,EIRE,City_106,Mobile App,Silver,0,occasional
13862,2023-05-20,35-44,M,Germany,City_49,Web,Platinum,1,one_time
13863,2023-05-08,55-64,M,Germany,City_188,Mobile App,Silver,1,one_time
13864,2023-04-13,25-34,M,United Kingdom,City_197,Mobile App,Bronze,1,one_time
13865,2023-05-16,18-24,F,United Kingdom,City_30,Mobile App,Gold,0,loyal
13866,2023-09-05,35-44,F,Germany,City_178,In-Store,Silver,1,occasional
13867,2023-12-04,25-34,M,United Kingdom,City_33,Web,Bronze,1,loyal
13868,2023-04-27,35-44,F,United Kingdom,City_123,Web,Bronze,1,one_time
13869,2023-06-15,35-44,M,United Kingdom,City_79,Phone,Silver,1,occasional
13870,2023-04-16,25-34,F,United Kingdom,City_3,Web,Silver,1,one_time
13871,2023-07-24,55-64,F,United Kingdom,City_30,Mobile App,Bronze,1,occasional
13872,2023-06-10,45-54,F,United Kingdom,City_163,Web,Gold,0,occasional
13873,2023-03-18,45-54,M,United Kingdom,City_108,Web,Silver,0,one_time
13874,2023-06-22,45-54,M,United Kingdom,City_143,Web,Bronze,1,one_time
13875,2023-05-07,25-34,F,United Kingdom,City_115,Web,Bronze,0,one_time
13876,2024-04-05,55-64,M,United Kingdom,City_171,Web,Bronze,1,occasional
13877,2023-03-31,35-44,F,United Kingdom,City_132,In-Store,Bronze,0,at_risk
13878,2023-04-21,18-24,M,United Kingdom,City_44,Web,Silver,0,occasional
13879,2023-09-26,35-44,F,United Kingdom,City_189,Web,Platinum,1,at_risk
13880,2023-10-04,45-54,M,Germany,City_42,Web,Bronze,1,occasional
13881,2023-07-18,18-24,F,United Kingdom,City_47,Web,Gold,1,occasional
13882,2024-01-18,45-54,F,Germany,City_48,Web,Bronze,1,at_risk
13883,2023-04-08,65+,M,United Kingdom,City_127,In-Store,Silver,1,occasional
13884,2023-07-18,25-34,F,USA,City_120,Web,Silver,0,loyal
13885,2023-05-28,18-24,F,United Kingdom,City_102,Web,Silver,1,one_time
13886,2024-07-19,45-54,F,Australia,City_179,Mobile App,Silver,0,one_time
13887,2023-03-23,35-44,M,Switzerland,City_195,Mobile App,Silver,1,occasional
13888,2023-03-21,35-44,F,United Kingdom,City_143,Web,Silver,0,one_time
13889,2024-04-14,18-24,F,United Kingdom,City_21,Web,Bronze,0,occasional
13890,2023-03-29,25-34,F,EIRE,City_43,Web,Bronze,1,occasional
13891,2024-02-25,18-24,M,France,City_52,Web,Silver,1,at_risk
13892,2023-09-18,25-34,F,United Kingdom,City_192,Mobile App,Platinum,1,occasional
13893,2023-07-17,25-34,F,United Kingdom,City_171,Web,Silver,1,occasional
13894,2023-03-21,25-34,M,United Kingdom,City_63,Mobile App,Bronze,0,occasional
13895,2023-05-04,35-44,M,United Kingdom,City_174,In-Store,Bronze,0,one_time
13896,2023-08-16,25-34,M,United Kingdom,City_158,Mobile App,Silver,0,occasional
13897,2023-04-17,25-34,M,United Kingdom,City_173,Web,Gold,1,occasional
13898,2023-04-12,18-24,F,United Kingdom,City_71,Web,Silver,1,one_time
13899,2023-02-16,18-24,M,Spain,City_131,Mobile App,Silver,0,occasional
13900,2023-08-24,25-34,F,United Kingdom,City_175,Mobile App,Silver,0,occasional
13901,2023-02-23,35-44,M,United Kingdom,City_20,Mobile App,Bronze,0,occasional
13902,2023-02-02,25-34,Other,United Kingdom,City_36,In-Store,Gold,1,one_time
13903,2023-05-20,25-34,F,France,City_142,Web,Gold,1,one_time
13904,2023-03-29,18-24,M,Norway,City_119,In-Store,Bronze,1,occasional
13905,2024-03-04,45-54,F,United Kingdom,City_114,Mobile App,Bronze,1,loyal
13906,2023-05-10,35-44,M,United Kingdom,City_36,Web,Bronze,1,occasional
13907,2024-01-29,65+,M,United Kingdom,City_26,Web,Bronze,0,loyal
13908,2023-01-15,35-44,F,United Kingdom,City_165,Mobile App,Silver,1,occasional
13909,2023-06-29,45-54,F,United Kingdom,City_117,Mobile App,Bronze,0,occasional
13910,2023-07-29,18-24,F,United Kingdom,City_163,Mobile App,Gold,1,at_risk
13911,2023-11-22,55-64,M,Spain,City_77,Web,Bronze,1,at_risk
13912,2023-07-07,35-44,M,Netherlands,City_71,Mobile App,Silver,1,at_risk
13913,2023-01-29,18-24,M,United Kingdom,City_9,Web,Silver,1,occasional
13914,2023-07-08,25-34,F,Germany,City_43,Mobile App,Bronze,1,one_time
13915,2023-06-09,65+,F,United Kingdom,City_12,Web,Bronze,0,occasional
13916,2023-08-14,55-64,F,United Kingdom,City_181,Mobile App,Bronze,1,occasional
13917,2023-10-16,45-54,F,United Kingdom,City_114,Mobile App,Bronze,1,occasional
13918,2023-04-09,18-24,F,Germany,City_195,Mobile App,Silver,1,loyal
13919,2023-03-27,25-34,M,United Kingdom,City_9,Web,Bronze,0,occasional
13920,2023-06-13,25-34,M,United Kingdom,City_187,Phone,Silver,1,occasional
13921,2023-04-19,35-44,F,United Kingdom,City_28,In-Store,Silver,1,loyal
13922,2023-08-29,55-64,M,Belgium,City_195,Web,Bronze,0,one_time
13923,2023-12-23,18-24,F,United Kingdom,City_48,Web,Platinum,0,occasional
13924,2023-10-13,35-44,F,United Kingdom,City_184,Web,Bronze,1,occasional
13925,2023-09-17,35-44,M,Spain,City_91,Web,Silver,1,loyal
13926,2023-08-28,35-44,F,United Kingdom,City_157,Web,Bronze,1,at_risk
13927,2023-07-27,55-64,F,United Kingdom,City_156,Mobile App,Bronze,1,occasional
13928,2023-08-06,45-54,F,United Kingdom,City_111,In-Store,Bronze,1,occasional
13929,2023-02-09,35-44,F,United Kingdom,City_106,Web,Bronze,1,loyal
13930,2023-11-26,25-34,F,United Kingdom,City_87,Web,Bronze,1,occasional
13931,2023-06-14,55-64,M,United Kingdom,City_174,Web,Bronze,1,one_time
13932,2023-09-04,65+,F,United Kingdom,City_155,Mobile App,Bronze,0,loyal
13933,2023-12-10,45-54,F,United Kingdom,City_132,Web,Bronze,1,loyal
13934,2023-11-15,35-44,F,United Kingdom,City_155,Web,Silver,1,one_time
13935,2023-05-21,45-54,M,United Kingdom,City_84,Mobile App,Gold,1,loyal
13936,2023-05-23,18-24,F,United Kingdom,City_17,Web,Bronze,0,occasional
13937,2023-06-30,35-44,F,Netherlands,City_47,Mobile App,Bronze,1,occasional
13938,2023-11-26,45-54,F,Germany,City_75,Mobile App,Bronze,1,occasional
13939,2023-05-24,45-54,F,United Kingdom,City_92,In-Store,Silver,1,occasional
13940,2023-08-31,18-24,F,United Kingdom,City_161,Web,Bronze,1,occasional
13941,2023-07-09,25-34,F,United Kingdom,City_170,Mobile App,Silver,1,occasional
13942,2023-04-29,55-64,F,Spain,City_7,In-Store,Bronze,1,occasional
13943,2023-10-10,35-44,M,United Kingdom,City_88,In-Store,Bronze,0,occasional
13944,2023-09-15,25-34,M,Belgium,City_145,Mobile App,Silver,1,occasional
13945,2023-03-05,45-54,F,United Kingdom,City_93,Web,Gold,1,occasional
13946,2023-07-30,25-34,F,United Kingdom,City_97,Mobile App,Bronze,0,one_time
13947,2024-02-16,25-34,M,United Kingdom,City_59,Web,Bronze,0,at_risk
13948,2023-11-27,25-34,F,United Kingdom,City_3,Web,Bronze,0,loyal
13949,2023-10-16,65+,M,United Kingdom,City_164,Web,Bronze,0,occasional
13950,2023-03-21,35-44,F,United Kingdom,City_140,In-Store,Gold,0,at_risk
13951,2023-11-06,45-54,M,United Kingdom,City_151,Web,Gold,1,loyal
13952,2023-08-25,25-34,M,United Kingdom,City_117,Mobile App,Bronze,1,one_time
13953,2023-02-25,18-24,M,United Kingdom,City_153,Web,Silver,0,occasional
13954,2023-05-11,65+,M,United Kingdom,City_178,Web,Bronze,0,occasional
13955,2023-11-03,35-44,F,Netherlands,City_89,Web,Bronze,1,occasional
13956,2023-07-19,25-34,F,United Kingdom,City_158,Web,Silver,1,loyal
13957,2023-08-26,25-34,Other,Germany,City_67,Web,Bronze,1,one_time
13958,2023-07-17,35-44,F,United Kingdom,City_134,Web,Silver,1,at_risk
13959,2023-07-02,45-54,Other,United Kingdom,City_144,Phone,Gold,1,at_risk
13960,2023-09-16,55-64,F,United Kingdom,City_192,Mobile App,Gold,1,one_time
13961,2023-01-21,35-44,M,EIRE,City_104,Mobile App,Bronze,0,at_risk
13962,2023-05-31,35-44,F,United Kingdom,City_129,Mobile App,Bronze,0,loyal
13963,2023-11-12,35-44,F,United Kingdom,City_94,In-Store,Platinum,1,at_risk
13964,2023-07-04,18-24,F,United Kingdom,City_69,Web,Silver,1,one_time
13965,2023-05-21,35-44,F,United Kingdom,City_108,Mobile App,Bronze,1,occasional
13966,2023-10-09,18-24,M,United Kingdom,City_48,Web,Bronze,1,loyal
13967,2023-09-21,25-34,F,United Kingdom,City_59,Web,Silver,0,at_risk
13968,2023-03-23,45-54,F,United Kingdom,City_190,Mobile App,Bronze,1,occasional
13969,2023-12-13,35-44,M,Norway,City_125,Mobile App,Gold,1,one_time
13970,2023-03-27,25-34,M,United Kingdom,City_188,Web,Silver,1,occasional
13971,2024-05-18,25-34,F,United Kingdom,City_130,Mobile App,Bronze,1,occasional
13972,2023-12-24,25-34,F,United Kingdom,City_112,Mobile App,Silver,1,occasional
13973,2024-03-02,18-24,F,France,City_69,Mobile App,Silver,0,occasional
13974,2023-03-31,18-24,F,United Kingdom,City_83,Mobile App,Bronze,1,at_risk
13975,2023-12-17,65+,F,Norway,City_40,Mobile App,Bronze,1,occasional
13976,2023-09-27,18-24,M,United Kingdom,City_74,Web,Silver,1,occasional
13977,2023-04-22,35-44,F,United Kingdom,City_123,Web,Bronze,1,loyal
13978,2024-06-29,45-54,F,EIRE,City_74,Mobile App,Bronze,1,one_time
13979,2023-03-29,45-54,F,Norway,City_58,Web,Gold,0,one_time
13980,2024-04-12,45-54,M,United Kingdom,City_154,Mobile App,Gold,1,loyal
13981,2023-07-10,18-24,M,United Kingdom,City_11,Web,Gold,1,at_risk
13982,2024-03-08,35-44,M,United Kingdom,City_176,Mobile App,Gold,1,at_risk
13983,2023-08-02,25-34,F,France,City_53,Web,Gold,1,loyal
13984,2023-07-04,25-34,M,United Kingdom,City_128,Mobile App,Silver,1,occasional
13985,2024-02-11,18-24,F,United Kingdom,City_75,In-Store,Silver,0,occasional
13986,2023-08-21,25-34,F,United Kingdom,City_89,Web,Bronze,1,occasional
13987,2023-03-20,55-64,F,Germany,City_11,Web,Bronze,1,occasional
13988,2023-10-25,45-54,M,Belgium,City_107,Mobile App,Bronze,1,occasional
13989,2023-09-09,18-24,F,United Kingdom,City_48,Web,Bronze,0,occasional
13990,2023-11-13,45-54,F,United Kingdom,City_40,Web,Bronze,0,loyal
13991,2024-02-04,55-64,F,United Kingdom,City_45,In-Store,Gold,1,at_risk
13992,2023-02-20,65+,F,United Kingdom,City_180,Mobile App,Silver,0,one_time
13993,2023-05-08,55-64,F,United Kingdom,City_173,Web,Bronze,0,occasional
13994,2023-10-07,18-24,M,Switzerland,City_118,Mobile App,Gold,1,occasional
13995,2023-03-09,45-54,F,United Kingdom,City_111,Web,Bronze,0,loyal
13996,2023-10-29,18-24,F,Switzerland,City_142,Mobile App,Bronze,1,occasional
13997,2023-09-24,35-44,M,France,City_11,Web,Gold,0,loyal
13998,2023-05-03,45-54,F,United Kingdom,City_58,In-Store,Silver,1,occasional
13999,2023-02-24,45-54,F,Switzerland,City_37,In-Store,Silver,1,one_time
14000,2023-06-12,25-34,F,Germany,City_63,Web,Silver,1,loyal
14001,2024-05-05,35-44,M,Australia,City_95,Web,Gold,1,occasional
14002,2023-12-11,25-34,F,United Kingdom,City_9,Web,Bronze,1,one_time
14003,2023-02-08,18-24,F,United Kingdom,City_137,Web,Bronze,0,occasional
14004,2023-06-08,35-44,M,United Kingdom,City_178,Web,Bronze,1,at_risk
14005,2023-08-13,45-54,F,Germany,City_78,Phone,Bronze,1,occasional
14006,2023-07-10,25-34,M,Portugal,City_191,Web,Silver,1,occasional
14007,2023-09-14,25-34,F,United Kingdom,City_116,Mobile App,Bronze,1,occasional
14008,2023-06-30,25-34,M,United Kingdom,City_8,Mobile App,Bronze,1,occasional
14009,2023-05-10,25-34,F,United Kingdom,City_150,Mobile App,Bronze,1,one_time
14010,2023-06-16,25-34,F,United Kingdom,City_180,Mobile App,Gold,1,one_time
14011,2023-07-07,25-34,F,Spain,City_106,Mobile App,Gold,1,occasional
14012,2023-06-28,18-24,F,United Kingdom,City_44,Web,Bronze,1,occasional
14013,2023-09-24,35-44,M,United Kingdom,City_75,Web,Silver,1,one_time
14014,2023-10-21,25-34,F,United Kingdom,City_31,In-Store,Silver,0,one_time
14015,2023-04-22,25-34,F,United Kingdom,City_15,Web,Bronze,1,occasional
14016,2023-08-17,55-64,F,United Kingdom,City_174,Web,Platinum,0,loyal
14017,2023-07-07,25-34,F,United Kingdom,City_102,Web,Bronze,1,one_time
14018,2023-09-03,65+,F,United Kingdom,City_138,Mobile App,Silver,0,occasional
14019,2023-10-27,18-24,F,United Kingdom,City_34,Web,Gold,1,occasional
14020,2023-02-26,55-64,M,Belgium,City_92,Web,Silver,1,occasional
14021,2023-10-28,45-54,F,United Kingdom,City_117,Mobile App,Bronze,1,one_time
14022,2023-06-13,25-34,F,Australia,City_186,Mobile App,Silver,1,occasional
14023,2023-02-26,55-64,M,United Kingdom,City_11,Phone,Gold,1,loyal
14024,2024-03-29,35-44,F,United Kingdom,City_29,Web,Gold,1,occasional
14025,2024-01-03,18-24,F,United Kingdom,City_148,Web,Bronze,1,occasional
14026,2024-01-04,35-44,M,United Kingdom,City_60,Web,Silver,1,occasional
14027,2023-12-11,65+,F,United Kingdom,City_41,Web,Silver,1,occasional
14028,2023-05-25,25-34,M,Netherlands,City_90,Mobile App,Bronze,0,loyal
14029,2023-02-15,18-24,F,Spain,City_57,Web,Bronze,0,one_time
14030,2023-08-19,25-34,F,United Kingdom,City_125,Web,Bronze,1,occasional
14031,2023-10-17,55-64,F,United Kingdom,City_34,In-Store,Gold,1,loyal
14032,2023-04-13,45-54,F,United Kingdom,City_198,Mobile App,Gold,1,occasional
14033,2023-09-16,45-54,F,United Kingdom,City_80,Web,Bronze,1,occasional
14034,2023-06-28,18-24,F,United Kingdom,City_7,Web,Silver,1,at_risk
14035,2023-08-28,45-54,F,United Kingdom,City_44,Mobile App,Silver,1,loyal
14036,2023-08-26,45-54,F,United Kingdom,City_142,Web,Platinum,1,one_time
14037,2023-02-08,25-34,F,United Kingdom,City_29,Web,Bronze,0,one_time
14038,2024-01-03,35-44,F,United Kingdom,City_52,Web,Bronze,1,occasional
14039,2023-09-27,35-44,F,United Kingdom,City_76,Web,Silver,1,loyal
14040,2023-04-16,18-24,F,United Kingdom,City_29,Mobile App,Bronze,1,occasional
14041,2023-11-18,45-54,M,United Kingdom,City_71,Web,Silver,0,occasional
14042,2023-10-13,25-34,F,United Kingdom,City_47,Web,Bronze,0,occasional
14043,2023-09-09,65+,M,United Kingdom,City_115,Phone,Silver,0,occasional
14044,2023-04-23,18-24,F,Netherlands,City_46,Web,Bronze,1,occasional
14045,2024-01-09,25-34,F,United Kingdom,City_172,Web,Bronze,1,one_time
14046,2023-08-29,25-34,M,United Kingdom,City_161,Mobile App,Bronze,1,loyal
14047,2023-05-22,45-54,M,United Kingdom,City_17,Web,Silver,0,loyal
14048,2023-08-28,45-54,F,EIRE,City_54,Phone,Gold,1,loyal
14049,2023-08-29,55-64,F,United Kingdom,City_145,Web,Bronze,0,occasional
14050,2023-06-09,35-44,M,United Kingdom,City_124,Mobile App,Silver,1,one_time
14051,2023-09-08,18-24,F,Netherlands,City_91,Web,Silver,1,at_risk
14052,2023-07-03,45-54,F,United Kingdom,City_104,Web,Platinum,1,one_time
14053,2023-10-15,25-34,M,United Kingdom,City_163,Web,Silver,0,occasional
14054,2023-09-27,25-34,M,Belgium,City_116,In-Store,Bronze,1,one_time
14055,2023-06-11,55-64,F,United Kingdom,City_132,Mobile App,Silver,0,at_risk
14056,2023-04-26,65+,F,United Kingdom,City_185,Web,Bronze,0,loyal
14057,2023-07-24,55-64,M,Australia,City_50,Web,Bronze,1,occasional
14058,2023-03-12,35-44,M,France,City_171,Web,Bronze,0,occasional
14059,2023-11-08,45-54,F,United Kingdom,City_121,Web,Bronze,0,loyal
14060,2023-06-02,25-34,M,United Kingdom,City_69,Mobile App,Bronze,1,at_risk
14061,2023-06-16,45-54,F,United Kingdom,City_164,Phone,Bronze,1,loyal
14062,2023-06-01,25-34,M,United Kingdom,City_105,Web,Bronze,1,occasional
14063,2023-08-08,35-44,F,United Kingdom,City_147,Mobile App,Gold,0,one_time
14064,2023-04-27,55-64,F,United Kingdom,City_60,Mobile App,Silver,1,loyal
14065,2023-04-27,55-64,M,France,City_90,Web,Bronze,1,occasional
14066,2023-03-13,25-34,F,United Kingdom,City_33,Mobile App,Bronze,0,one_time
14067,2023-05-11,45-54,M,Portugal,City_182,Web,Platinum,1,loyal
14068,2023-04-14,25-34,M,United Kingdom,City_111,Web,Bronze,0,loyal
14069,2023-04-19,35-44,M,United Kingdom,City_23,Web,Gold,1,one_time
14070,2023-12-15,35-44,F,United Kingdom,City_91,Mobile App,Silver,1,at_risk
14071,2023-06-21,55-64,F,United Kingdom,City_14,Web,Bronze,0,at_risk
14072,2023-06-30,45-54,F,United Kingdom,City_96,In-Store,Bronze,0,occasional
14073,2023-07-22,35-44,F,Portugal,City_62,Web,Silver,1,one_time
14074,2024-01-16,18-24,F,Australia,City_29,Web,Bronze,0,at_risk
14075,2023-04-11,25-34,F,Switzerland,City_159,Mobile App,Bronze,1,occasional
14076,2023-05-08,35-44,M,United Kingdom,City_35,Web,Gold,1,one_time
14077,2024-04-15,35-44,M,France,City_176,Mobile App,Gold,1,occasional
14078,2023-10-03,25-34,F,Netherlands,City_55,Web,Silver,0,loyal
14079,2023-06-18,35-44,M,United Kingdom,City_93,Web,Silver,1,loyal
14080,2023-09-04,25-34,F,United Kingdom,City_136,Phone,Bronze,1,occasional
14081,2023-06-25,65+,F,United Kingdom,City_106,Web,Bronze,0,loyal
14082,2023-06-11,65+,F,France,City_110,Mobile App,Silver,1,occasional
14083,2023-11-30,18-24,M,United Kingdom,City_93,Mobile App,Gold,0,one_time
14084,2023-08-25,25-34,F,United Kingdom,City_155,In-Store,Bronze,1,occasional
14085,2024-01-01,35-44,M,United Kingdom,City_197,In-Store,Silver,1,occasional
14086,2023-06-26,45-54,M,United Kingdom,City_170,Web,Silver,0,loyal
14087,2023-05-28,18-24,M,United Kingdom,City_26,Web,Gold,1,occasional
14088,2023-08-17,55-64,F,United Kingdom,City_178,Web,Bronze,0,one_time
14089,2023-05-26,25-34,F,Australia,City_191,Mobile App,Bronze,1,one_time
14090,2023-02-19,45-54,M,Portugal,City_168,Mobile App,Bronze,1,occasional
