CustomerID,Recency,Frequency,Monetary,AOV,UniqueProducts,UniqueCategories,Tenure,AvgQty,R_Score,F_Score,M_Score,RFM_Score,AgeGroup,Gender,LoyaltyTier,PreferredChannel,Country
13746,148,12,3716.36,128.15034482758622,19,7,355,2.7586206896551726,3,4,3,343,25-34,F,Bronze,In-Store,United Kingdom
13747,475,2,34.02,17.009999999999998,2,2,73,1.0,1,1,1,111,35-44,M,Bronze,Mobile App,United Kingdom
13749,421,2,302.07,151.035,2,1,45,6.5,1,1,1,111,55-64,F,Silver,Web,Switzerland
13750,23,38,45181.3,255.261581920904,73,8,260,4.4858757062146895,5,5,5,555,55-64,F,Bronze,Web,United Kingdom
13751,19,38,36105.77,187.07652849740936,76,8,677,5.373056994818653,5,5,5,555,55-64,M,Silver,Web,United Kingdom
13752,97,6,1707.02,106.68875,14,8,394,2.125,3,2,2,322,25-34,F,Silver,Web,United Kingdom
13753,302,16,5784.3,105.16909090909093,35,8,332,2.418181818181818,2,4,4,244,25-34,F,Gold,Web,United Kingdom
13754,14,27,19653.95,151.18423076923077,50,8,671,4.776923076923077,5,5,5,555,55-64,F,Bronze,Web,Germany
13755,202,5,1464.69,77.08894736842106,18,8,219,2.210526315789474,2,2,2,222,45-54,F,Bronze,Web,United Kingdom
13756,509,1,29.74,29.74,1,1,0,1.0,1,1,1,111,35-44,F,Bronze,Mobile App,United Kingdom
13757,186,11,2271.02,90.8408,23,8,457,2.48,2,4,3,243,25-34,M,Bronze,In-Store,EIRE
13758,21,13,3677.37,147.0948,17,8,104,3.12,5,4,3,543,35-44,M,Silver,Web,United Kingdom
13759,6,39,24472.3,135.2060773480663,66,8,379,3.6519337016574585,5,5,5,555,35-44,M,Gold,Web,Netherlands
13760,279,6,3977.15,265.1433333333333,10,5,322,7.466666666666667,2,2,3,223,45-54,M,Bronze,Web,United Kingdom
13761,70,4,1231.76,111.97818181818182,11,6,334,2.0,4,2,2,422,35-44,F,Bronze,Web,Australia
13762,4,29,21793.23,146.26328859060402,66,8,658,4.711409395973154,5,5,5,555,55-64,F,Silver,Web,United Kingdom
13764,123,9,3579.9300000000003,170.47285714285715,17,7,302,2.4761904761904763,3,3,3,333,25-34,F,Silver,Mobile App,United Kingdom
13765,8,33,24932.43,169.60836734693876,60,8,451,4.006802721088436,5,5,5,555,35-44,F,Silver,Phone,Germany
13766,102,16,7278.81,191.54763157894735,25,7,509,2.3947368421052637,3,4,4,344,45-54,F,Bronze,Web,United Kingdom
13767,419,3,714.34,102.04857142857144,7,4,85,2.7142857142857144,1,2,2,122,45-54,M,Bronze,Web,United Kingdom
13768,272,5,982.26,89.29636363636364,8,5,202,2.5454545454545454,2,2,2,222,45-54,F,Bronze,In-Store,United Kingdom
13769,1,20,19032.05,174.6059633027523,59,8,407,3.614678899082569,5,5,5,555,25-34,F,Silver,Mobile App,United Kingdom
13770,9,37,24949.61,138.60894444444446,72,8,430,4.072222222222222,5,5,5,555,55-64,F,Bronze,Web,United Kingdom
13771,7,36,25450.71,152.3994610778443,66,8,396,4.1017964071856285,5,5,5,555,18-24,M,Bronze,Phone,United Kingdom
13772,37,7,1488.89,106.34928571428571,11,5,53,2.571428571428572,4,3,2,432,35-44,M,Bronze,Web,United Kingdom
13773,80,6,1705.96,89.78736842105263,14,7,269,2.631578947368421,3,2,2,322,45-54,M,Bronze,Mobile App,Portugal
13774,239,16,8640.970000000001,169.43078431372552,26,8,241,2.4705882352941178,2,4,4,244,35-44,F,Gold,Mobile App,United Kingdom
13775,20,9,1722.16,78.28,15,7,86,2.4545454545454546,5,3,2,532,25-34,M,Bronze,Phone,United Kingdom
13776,219,14,6786.839999999999,161.59142857142857,29,7,227,2.357142857142857,2,4,4,244,25-34,F,Bronze,Mobile App,United Kingdom
13777,65,5,704.49,54.191538461538464,12,6,467,2.1538461538461537,4,2,2,422,55-64,M,Silver,Web,Australia
13778,3,35,45816.27,281.0814110429448,65,8,484,4.226993865030675,5,5,5,555,35-44,F,Gold,Mobile App,Switzerland
13780,587,1,54.53,27.265,2,1,0,1.5,1,1,1,111,45-54,F,Bronze,Mobile App,United Kingdom
13781,303,2,489.4500000000001,122.3625,3,2,28,3.5,2,1,2,212,25-34,M,Bronze,Web,United Kingdom
13782,477,2,143.54,47.84666666666666,3,3,63,1.6666666666666667,1,1,1,111,25-34,M,Silver,Mobile App,United Kingdom
13783,256,3,927.74,103.08222222222224,9,6,180,3.111111111111111,2,2,2,222,35-44,M,Silver,Mobile App,United Kingdom
13784,455,1,2.15,2.15,1,1,0,1.0,1,1,1,111,25-34,F,Silver,Mobile App,France
13785,62,5,1041.35,104.135,7,6,317,3.1,4,2,2,422,35-44,M,Silver,Web,Portugal
13786,469,1,899.45,449.725,2,1,0,2.5,1,1,2,112,35-44,M,Bronze,Mobile App,United Kingdom
13787,54,3,2185.52,364.2533333333333,6,3,172,3.8333333333333335,4,2,3,423,55-64,M,Silver,Web,Germany
13788,44,13,1906.84,65.75310344827587,19,7,253,2.5517241379310347,4,4,2,442,35-44,F,Silver,Mobile App,Australia
13789,199,14,3230.7000000000003,76.92142857142858,26,7,232,2.333333333333333,2,4,3,243,25-34,F,Silver,Web,United Kingdom
13790,228,1,219.09,109.545,2,2,0,4.0,2,1,1,211,45-54,F,Bronze,In-Store,United Kingdom
13791,1,41,31034.81,158.34086734693878,74,8,393,3.5,5,5,5,555,55-64,F,Silver,Web,United Kingdom
13792,253,2,237.25,118.625,1,1,44,2.5,2,1,1,211,25-34,F,Bronze,Mobile App,United Kingdom
13793,193,2,1553.63,310.726,5,4,359,3.4,2,1,2,212,65+,M,Gold,Web,Switzerland
13794,81,12,6371.53,227.55464285714285,21,8,406,5.607142857142857,3,4,4,344,65+,F,Bronze,Mobile App,United Kingdom
13796,516,1,278.49,139.245,2,2,0,1.5,1,1,1,111,45-54,F,Bronze,Web,United Kingdom
13797,19,28,20835.68,164.0604724409449,50,8,380,3.31496062992126,5,5,5,555,55-64,F,Silver,Web,Netherlands
13798,7,19,18591.13,185.9113,44,8,555,6.05,5,5,5,555,25-34,M,Bronze,Mobile App,United Kingdom
13799,131,13,5549.42,132.1290476190476,29,8,129,2.4047619047619047,3,4,4,344,25-34,F,Bronze,Web,United Kingdom
13800,237,7,2265.65,133.2735294117647,13,7,173,3.117647058823529,2,3,3,233,45-54,F,Silver,Web,United Kingdom
13801,9,31,42162.93,282.9726845637584,58,8,512,4.241610738255034,5,5,5,555,35-44,F,Silver,Web,United Kingdom
13802,9,35,17971.670000000002,115.20301282051284,68,8,446,3.198717948717949,5,5,5,555,35-44,M,Silver,Mobile App,Netherlands
13804,254,7,2664.61,190.32928571428573,10,6,334,3.142857142857143,2,3,3,233,25-34,F,Bronze,Web,United Kingdom
13805,49,8,2228.38,131.08117647058825,14,6,382,3.7058823529411766,4,3,3,433,25-34,M,Bronze,Mobile App,United Kingdom
13806,75,13,2718.6800000000003,118.20347826086956,16,8,591,2.9130434782608696,4,4,3,443,35-44,F,Bronze,Web,United Kingdom
13807,58,12,6308.12,242.62,21,7,458,6.5,4,4,4,444,18-24,F,Silver,Mobile App,United Kingdom
13808,57,10,2750.81,105.80038461538462,17,7,454,2.8076923076923075,4,3,3,433,45-54,M,Bronze,Web,United Kingdom
13809,51,2,773.4300000000001,128.905,5,5,277,3.333333333333333,4,1,2,412,35-44,F,Bronze,In-Store,United Kingdom
13810,17,32,24492.37,177.4809420289855,61,8,598,3.731884057971015,5,5,5,555,25-34,M,Bronze,Mobile App,United Kingdom
13811,238,5,1219.38,110.85272727272728,10,7,361,3.090909090909091,2,2,2,222,18-24,F,Silver,Web,United Kingdom
13812,415,5,1592.28,122.48307692307692,12,7,202,3.230769230769231,1,2,2,122,25-34,F,Silver,Phone,United Kingdom
13813,355,2,93.51,31.17,3,2,50,2.0,1,1,1,111,45-54,M,Silver,In-Store,United Kingdom
13814,168,5,1238.42,95.26307692307692,10,5,263,2.769230769230769,2,2,2,222,25-34,F,Gold,Web,United Kingdom
13815,95,5,1728.22,144.01833333333337,11,6,279,2.5,3,2,2,322,45-54,M,Silver,Web,Australia
13816,569,1,161.2,80.6,2,2,0,2.5,1,1,1,111,25-34,F,Bronze,Web,United Kingdom
13817,19,10,2969.46,148.473,15,7,127,2.55,5,3,3,533,65+,F,Gold,Web,EIRE
13818,65,6,2949.52,196.63466666666667,12,7,363,2.6,4,2,3,423,35-44,F,Gold,Web,United Kingdom
13819,4,26,17146.86,136.08619047619047,55,8,598,2.7698412698412698,5,5,5,555,25-34,M,Bronze,Mobile App,Portugal
13820,550,1,98.98,49.49,2,2,0,2.0,1,1,1,111,25-34,M,Bronze,Mobile App,United Kingdom
13821,86,10,2962.85,141.08809523809524,16,7,480,2.761904761904762,3,3,3,333,55-64,F,Bronze,Web,United Kingdom
13822,4,27,17116.23,146.29256410256409,52,8,564,2.769230769230769,5,5,5,555,25-34,F,Gold,Web,United Kingdom
13823,407,1,242.84,121.42,2,2,0,51.5,1,1,1,111,25-34,F,Bronze,Mobile App,Germany
13824,48,11,3546.46,141.8584,18,8,350,3.8,4,4,3,443,25-34,M,Silver,Mobile App,Canada
13825,174,7,3685.34,184.267,14,7,228,2.8,2,3,3,233,25-34,M,Silver,Web,United Kingdom
13826,83,12,3111.6600000000003,100.37612903225808,24,8,491,3.0,3,4,3,343,55-64,M,Bronze,Web,United Kingdom
13827,111,10,4450.53,178.0212,20,8,446,6.84,3,3,4,334,55-64,F,Bronze,Web,United Kingdom
13828,406,1,214.08,214.08,1,1,0,1.0,1,1,1,111,35-44,M,Silver,Mobile App,United Kingdom
13829,17,15,31174.03,421.2706756756757,42,8,312,6.418918918918919,5,4,5,545,25-34,F,Silver,Mobile App,France
13830,53,6,2476.02,190.46307692307693,11,6,314,2.8461538461538463,4,2,3,423,35-44,F,Bronze,Mobile App,United Kingdom
13831,102,7,3794.18,237.13625,13,7,419,8.75,3,3,3,333,25-34,F,Silver,Mobile App,EIRE
13832,78,6,1568.91,98.056875,12,8,536,2.0,4,2,2,422,25-34,F,Bronze,Web,United Kingdom
13833,302,16,27320.93,479.3145614035088,29,8,353,4.035087719298246,2,4,5,245,35-44,F,Bronze,In-Store,France
13834,216,14,5903.02,131.17822222222225,28,8,220,2.7111111111111112,2,4,4,244,35-44,M,Silver,Web,United Kingdom
13835,137,10,7215.49,206.15685714285715,26,8,141,7.2,3,3,4,334,25-34,M,Silver,Web,United Kingdom
13836,103,10,1387.82,51.40074074074074,20,8,423,2.2222222222222223,3,3,2,332,25-34,F,Bronze,Mobile App,Canada
13837,16,41,61507.61,318.6922797927461,68,8,367,3.989637305699482,5,5,5,555,18-24,M,Bronze,Web,France
13838,102,2,810.84,135.14,6,5,1,3.0,3,1,2,312,25-34,M,Bronze,Web,United Kingdom
13839,1,24,16218.97,150.17564814814816,50,8,612,4.342592592592593,5,5,5,555,18-24,M,Bronze,Web,United Kingdom
13840,228,4,1089.13,99.0118181818182,11,7,273,2.5454545454545454,2,2,2,222,25-34,F,Bronze,Mobile App,United Kingdom
13841,51,9,5058.72,229.9418181818182,18,7,382,2.772727272727273,4,3,4,434,45-54,F,Silver,Web,Belgium
13842,196,8,3345.88,123.92148148148148,18,7,191,5.0,2,3,3,233,45-54,M,Gold,Phone,United Kingdom
13843,40,17,5019.85,109.12717391304348,27,8,341,2.347826086956522,4,4,4,444,55-64,M,Platinum,Mobile App,United Kingdom
13844,161,6,3704.1,205.78333333333336,13,7,456,3.611111111111111,2,2,3,223,25-34,F,Gold,Mobile App,EIRE
13845,21,36,25615.2,162.12151898734177,63,8,596,3.829113924050633,5,5,5,555,35-44,F,Bronze,Phone,United Kingdom
13846,65,12,22741.870000000003,947.5779166666669,16,7,355,6.0,4,4,5,445,55-64,F,Silver,Web,United Kingdom
13847,648,1,17.27,17.27,1,1,0,1.0,1,1,1,111,45-54,F,Bronze,Web,EIRE
13848,7,34,38874.55,264.4527210884354,62,8,647,4.687074829931973,5,5,5,555,55-64,M,Gold,Web,United Kingdom
13849,405,2,569.6500000000001,189.88333333333333,3,3,109,4.666666666666667,1,1,2,112,45-54,M,Silver,Web,United Kingdom
13850,122,8,2418.79,127.30473684210526,11,6,580,2.5789473684210527,3,3,3,333,18-24,F,Silver,Mobile App,Spain
13851,59,14,4897.91,148.42151515151514,21,8,467,5.757575757575758,4,4,4,444,25-34,F,Bronze,In-Store,United Kingdom
13852,4,41,58469.37,317.7683152173913,64,8,506,5.913043478260869,5,5,5,555,35-44,F,Bronze,Web,USA
13853,169,4,1153.64,82.40285714285714,12,5,378,2.0,2,2,2,222,65+,M,Platinum,Web,United Kingdom
13854,405,1,3.75,3.75,1,1,0,1.0,1,1,1,111,45-54,F,Gold,Mobile App,United Kingdom
13855,257,1,8.56,8.56,1,1,0,2.0,2,1,1,211,35-44,M,Bronze,Web,United Kingdom
13856,280,9,3048.42,101.614,21,7,262,2.5,2,3,3,233,35-44,F,Bronze,Web,United Kingdom
13857,425,1,22.78,11.39,2,2,0,1.5,1,1,1,111,45-54,M,Bronze,Web,Canada
13858,308,11,12870.66,338.70157894736843,27,7,244,7.052631578947368,2,4,4,244,45-54,F,Silver,Mobile App,United Kingdom
13859,30,43,26714.14,126.60729857819904,72,8,567,2.962085308056872,5,5,5,555,65+,M,Bronze,In-Store,United Kingdom
13860,209,4,5856.62,650.7355555555555,8,6,223,13.444444444444445,2,2,4,224,25-34,F,Bronze,In-Store,United Kingdom
13861,78,12,2458.92,106.9095652173913,16,8,474,2.4347826086956523,4,4,3,443,35-44,F,Silver,Mobile App,EIRE
13863,466,1,55.89,55.89,1,1,0,3.0,1,1,1,111,55-64,M,Silver,Mobile App,Germany
13864,548,1,75.42,75.42,1,1,0,2.0,1,1,1,111,25-34,M,Bronze,Mobile App,United Kingdom
13865,5,31,28629.32,185.9046753246753,67,8,588,3.883116883116883,5,5,5,555,18-24,F,Gold,Mobile App,United Kingdom
13866,228,4,621.92,69.10222222222222,7,5,202,2.7777777777777777,2,2,2,222,35-44,F,Silver,In-Store,Germany
13867,27,22,13465.89,138.82360824742267,49,8,363,5.247422680412371,5,5,4,554,25-34,M,Bronze,Web,United Kingdom
13868,464,1,52.34,52.34,1,1,0,1.0,1,1,1,111,35-44,F,Bronze,Web,United Kingdom
13869,62,11,2608.46,96.60962962962964,20,8,394,2.4074074074074074,4,4,3,443,35-44,M,Silver,Phone,United Kingdom
13870,560,1,39.68,39.68,1,1,0,4.0,1,1,1,111,25-34,F,Silver,Web,United Kingdom
13871,78,13,3865.93,117.14939393939392,22,8,394,2.1818181818181817,4,4,3,443,55-64,F,Bronze,Mobile App,United Kingdom
13872,84,11,8194.35,341.43125000000003,17,8,468,6.25,3,4,4,344,45-54,F,Gold,Web,United Kingdom
13873,488,1,374.33,187.165,2,2,0,5.0,1,1,1,111,45-54,M,Silver,Web,United Kingdom
13874,479,1,47.01,23.505,2,2,0,1.0,1,1,1,111,45-54,M,Bronze,Web,United Kingdom
13875,446,1,68.85,34.425,2,2,0,3.0,1,1,1,111,25-34,F,Bronze,Web,United Kingdom
13876,66,6,2572.58,142.92111111111112,14,7,170,2.5,4,2,3,423,55-64,M,Bronze,Web,United Kingdom
13877,289,8,3116.83,94.44939393939394,18,7,260,2.636363636363636,2,3,3,233,35-44,F,Bronze,In-Store,United Kingdom
13879,282,8,3786.87,157.78625,19,8,120,6.083333333333333,2,3,3,233,35-44,F,Platinum,Web,United Kingdom
13880,202,9,1179.58,56.17047619047619,17,8,245,2.571428571428572,2,3,2,232,45-54,M,Bronze,Web,Germany
13881,64,11,3326.23,123.1937037037037,18,7,457,2.5185185185185186,4,4,3,443,18-24,F,Gold,Web,United Kingdom
13882,163,14,5423.39,110.68142857142858,28,8,185,4.795918367346939,2,4,4,244,45-54,F,Bronze,Web,Germany
13883,71,8,798.77,53.251333333333335,13,7,551,2.0,4,3,2,432,65+,M,Silver,In-Store,United Kingdom
13884,47,20,11561.11,116.7788888888889,48,8,471,2.909090909090909,4,5,4,454,25-34,F,Silver,Web,USA
13885,441,2,320.79,160.39499999999998,2,2,0,4.5,1,1,1,111,18-24,F,Silver,Web,United Kingdom
13886,118,1,252.29,126.145,2,1,0,3.0,3,1,1,311,45-54,F,Silver,Mobile App,Australia
13887,121,15,4479.13,144.48806451612904,19,8,459,5.870967741935484,3,4,4,344,35-44,M,Silver,Mobile App,Switzerland
13888,581,2,212.89,70.96333333333332,3,2,63,4.0,1,1,1,111,35-44,F,Silver,Web,United Kingdom
13889,34,8,870.28,48.34888888888889,16,8,213,2.111111111111111,5,3,2,532,18-24,F,Bronze,Web,United Kingdom
13890,150,11,3755.15,110.44558823529412,21,8,464,2.647058823529412,3,4,3,343,25-34,F,Bronze,Web,EIRE
13891,142,7,2108.16,91.6591304347826,16,7,129,2.0869565217391304,3,3,3,333,18-24,M,Silver,Web,France
13892,55,5,5463.72,420.28615384615387,13,7,403,10.461538461538462,4,2,4,424,25-34,F,Platinum,Mobile App,United Kingdom
13893,81,15,3928.3,119.03939393939396,22,6,439,3.363636363636364,3,4,3,343,25-34,F,Silver,Web,United Kingdom
13894,111,10,5218.9,274.678947368421,14,6,509,3.0526315789473686,3,3,4,334,25-34,M,Bronze,Mobile App,United Kingdom
13895,516,1,945.65,945.65,1,1,0,5.0,1,1,2,112,35-44,M,Bronze,In-Store,United Kingdom
13896,124,9,2607.87,113.38565217391304,20,8,349,2.1739130434782608,3,3,3,333,25-34,M,Silver,Mobile App,United Kingdom
13897,72,9,8204.8,315.5692307692307,18,8,533,6.423076923076923,4,3,4,434,25-34,M,Gold,Web,United Kingdom
13898,602,1,94.9,94.9,1,1,0,2.0,1,1,1,111,18-24,F,Silver,Web,United Kingdom
13899,208,8,3247.34,162.36700000000002,16,7,416,2.7,2,3,3,233,18-24,M,Silver,Mobile App,Spain
13900,296,1,217.68,108.84,2,2,0,3.0,2,1,1,211,25-34,F,Silver,Mobile App,United Kingdom
13901,105,7,3203.99,200.249375,15,8,533,2.1875,3,3,3,333,35-44,M,Bronze,Mobile App,United Kingdom
13902,639,1,164.86,82.43,2,2,0,3.5,1,1,1,111,25-34,Other,Gold,In-Store,United Kingdom
13903,568,1,118.12,59.06,2,2,0,2.5,1,1,1,111,25-34,F,Gold,Web,France
13904,132,11,2786.35,99.5125,18,8,491,2.5357142857142856,3,4,3,343,18-24,M,Bronze,In-Store,Norway
13905,3,29,36360.65,265.40620437956204,56,8,278,3.3576642335766422,5,5,5,555,45-54,F,Bronze,Mobile App,United Kingdom
13906,67,11,2341.83,93.6732,18,7,451,6.16,4,4,3,443,35-44,M,Bronze,Web,United Kingdom
13907,2,38,35524.15,198.45893854748604,63,8,332,5.837988826815643,5,5,5,555,65+,M,Bronze,Web,United Kingdom
13908,160,12,3551.87,147.99458333333334,17,8,532,6.041666666666667,2,4,3,243,35-44,F,Silver,Mobile App,United Kingdom
13909,77,10,3643.58,191.76736842105265,15,6,433,3.1578947368421053,4,3,3,433,45-54,F,Bronze,Mobile App,United Kingdom
13910,244,12,4131.89,121.52617647058824,27,8,272,2.294117647058824,2,4,3,243,18-24,F,Gold,Mobile App,United Kingdom
13911,227,12,5603.62,140.0905,25,8,170,2.675,2,4,4,244,55-64,M,Bronze,Web,Spain
13912,249,15,8557.69,164.57096153846155,32,8,294,4.057692307692308,2,4,4,244,35-44,M,Silver,Mobile App,Netherlands
13913,146,13,23608.78,674.5365714285715,25,8,503,5.714285714285714,3,4,5,345,18-24,M,Silver,Web,United Kingdom
13914,440,2,270.56,90.18666666666668,3,2,57,2.333333333333333,1,1,1,111,25-34,F,Bronze,Mobile App,Germany
13915,242,4,3541.06,393.4511111111111,6,5,44,13.555555555555555,2,2,3,223,65+,F,Bronze,Web,United Kingdom
13916,145,11,3296.8,137.36666666666667,21,7,337,3.0416666666666665,3,4,3,343,55-64,F,Bronze,Mobile App,United Kingdom
13917,63,4,666.64,111.10666666666668,6,5,293,2.6666666666666665,4,2,2,422,45-54,F,Bronze,Mobile App,United Kingdom
13918,1,34,31371.8,191.2914634146341,64,8,623,4.664634146341464,5,5,5,555,18-24,F,Silver,Mobile App,Germany
13919,326,10,1946.39,92.6852380952381,14,6,282,2.6666666666666665,2,3,2,232,25-34,M,Bronze,Web,United Kingdom
13920,90,5,4583.73,381.9775,11,7,411,11.25,3,2,4,324,25-34,M,Silver,Phone,United Kingdom
13921,45,30,22523.72,164.40671532846716,59,8,575,4.007299270072993,4,5,5,455,35-44,F,Silver,In-Store,United Kingdom
13922,376,1,2.15,2.15,1,1,0,1.0,1,1,1,111,55-64,M,Bronze,Web,Belgium
13923,48,8,5568.34,309.3522222222222,17,7,308,5.444444444444445,4,3,4,434,18-24,F,Platinum,Web,United Kingdom
13924,145,3,25112.2,3139.025,8,6,240,14.75,3,2,5,325,35-44,F,Bronze,Web,United Kingdom
13925,21,19,14392.9,161.71797752808988,48,8,445,3.348314606741573,5,5,4,554,35-44,M,Silver,Web,Spain
13926,222,6,4008.17,222.6761111111111,13,8,209,9.0,2,2,3,223,35-44,F,Bronze,Web,United Kingdom
13927,67,8,6606.740000000001,287.2495652173913,17,7,408,6.608695652173913,4,3,4,434,55-64,F,Bronze,Mobile App,United Kingdom
13928,103,5,1428.98,119.08166666666666,12,6,186,3.4166666666666665,3,2,2,322,45-54,F,Bronze,In-Store,United Kingdom
13929,22,28,14162.45,120.0207627118644,55,8,664,3.4915254237288136,5,5,4,554,35-44,F,Bronze,Web,United Kingdom
13930,59,6,2152.15,113.27105263157895,14,8,239,2.3684210526315788,4,2,3,423,25-34,F,Bronze,Web,United Kingdom
13931,399,2,281.31,140.655,2,2,101,1.0,1,1,1,111,55-64,M,Bronze,Web,United Kingdom
13932,39,16,10877.06,139.44948717948716,44,8,424,2.6794871794871797,4,4,4,444,65+,F,Bronze,Mobile App,United Kingdom
13933,20,33,36868.69,237.8625161290323,62,8,286,3.193548387096774,5,5,5,555,45-54,F,Bronze,Web,United Kingdom
13934,320,2,52.37,26.185,2,2,73,1.5,2,1,1,211,35-44,F,Silver,Web,United Kingdom
13935,2,22,39452.9,428.8358695652174,52,8,566,4.608695652173913,5,5,5,555,45-54,M,Gold,Mobile App,United Kingdom
13936,163,5,433.65,48.18333333333334,5,4,338,2.555555555555556,2,2,1,221,18-24,F,Bronze,Web,United Kingdom
13937,166,8,1622.6,73.75454545454545,18,8,298,2.4545454545454546,2,3,2,232,35-44,F,Bronze,Mobile App,Netherlands
13938,71,3,422.78,84.556,4,4,232,3.0,4,2,1,421,45-54,F,Bronze,Mobile App,Germany
13939,104,11,5038.08,265.1621052631579,16,6,482,12.473684210526317,3,4,4,344,45-54,F,Silver,In-Store,United Kingdom
13940,93,11,11346.51,405.2325,21,7,343,12.785714285714286,3,4,4,344,18-24,F,Bronze,Web,United Kingdom
13941,123,15,4033.66,122.2321212121212,18,7,416,2.212121212121212,3,4,3,343,25-34,F,Silver,Mobile App,United Kingdom
13942,98,12,3494.23,112.71709677419356,22,8,502,5.774193548387097,3,4,3,343,55-64,F,Bronze,In-Store,Spain
13943,67,10,2661.05,120.9568181818182,17,8,319,6.818181818181818,4,3,3,433,35-44,M,Bronze,In-Store,United Kingdom
13944,69,8,2229.74,131.16117647058826,10,6,384,3.117647058823529,4,3,3,433,25-34,M,Silver,Mobile App,Belgium
13945,107,3,2588.5,258.85,9,3,529,12.3,3,2,3,323,45-54,F,Gold,Web,United Kingdom
13946,504,1,27.03,27.03,1,1,0,1.0,1,1,1,111,25-34,F,Bronze,Mobile App,United Kingdom
13947,146,16,5494.41,103.66811320754717,28,8,169,2.509433962264151,3,4,4,344,25-34,M,Bronze,Web,United Kingdom
13948,26,20,39326.95,405.4324742268042,50,8,372,6.494845360824742,5,5,5,555,25-34,F,Bronze,Web,United Kingdom
13949,105,6,1287.95,107.32916666666668,10,6,280,1.9166666666666667,3,2,2,322,65+,M,Bronze,Web,United Kingdom
13950,368,10,29031.07,1116.5796153846154,17,8,272,9.0,1,3,5,135,35-44,F,Gold,In-Store,United Kingdom
13951,25,39,28898.44,157.05673913043478,67,8,387,3.891304347826087,5,5,5,555,45-54,M,Gold,Web,United Kingdom
13952,368,1,59.48,59.48,1,1,0,2.0,1,1,1,111,25-34,M,Bronze,Mobile App,United Kingdom
13953,88,10,5123.9400000000005,182.9978571428572,16,8,527,3.2142857142857144,3,3,4,334,18-24,M,Silver,Web,United Kingdom
13954,182,3,1758.59,219.82375,8,6,185,2.625,2,2,2,222,65+,M,Bronze,Web,United Kingdom
13955,76,8,4145.12,188.41454545454545,18,8,295,2.8181818181818183,4,3,3,433,35-44,F,Bronze,Web,Netherlands
13956,7,41,43936.77,213.2852912621359,67,8,504,4.485436893203883,5,5,5,555,25-34,F,Silver,Web,United Kingdom
13957,442,1,142.35,142.35,1,1,0,3.0,1,1,1,111,25-34,Other,Bronze,Web,Germany
13958,260,6,2686.79,134.3395,16,7,264,5.05,2,2,3,223,35-44,F,Silver,Web,United Kingdom
13959,264,11,7332.42,222.19454545454545,24,8,257,5.575757575757576,2,4,4,244,45-54,Other,Gold,Phone,United Kingdom
13960,342,2,74.75,37.375,2,2,126,2.5,1,1,1,111,55-64,F,Gold,Mobile App,United Kingdom
13961,342,17,10249.73,162.69412698412697,36,8,294,5.809523809523809,1,4,4,144,35-44,M,Bronze,Mobile App,EIRE
13962,11,23,13916.86,127.67761467889908,52,8,537,3.229357798165138,5,5,4,554,35-44,F,Bronze,Mobile App,United Kingdom
13963,192,15,5744.39,124.87804347826088,30,8,216,2.5,2,4,4,244,35-44,F,Platinum,In-Store,United Kingdom
13964,393,2,21802.27,5450.5675,3,2,21,27.0,1,1,5,115,18-24,F,Silver,Web,United Kingdom
13965,102,9,3693.44,136.79407407407408,24,8,483,6.7407407407407405,3,3,3,333,35-44,F,Bronze,Mobile App,United Kingdom
13966,12,26,11860.27,97.21532786885248,60,8,412,2.5,5,5,4,554,18-24,M,Bronze,Web,United Kingdom
13967,335,4,2441.69,221.97181818181815,7,6,75,8.363636363636363,2,2,3,223,25-34,F,Silver,Web,United Kingdom
13968,78,9,3630.22,165.01000000000002,18,7,559,5.454545454545454,4,3,3,433,45-54,F,Bronze,Mobile App,United Kingdom
13969,343,1,321.04,160.52,2,2,0,4.5,1,1,1,111,35-44,M,Gold,Mobile App,Norway
13970,111,9,1926.72,83.7704347826087,16,7,528,2.391304347826087,3,3,2,332,25-34,M,Silver,Web,United Kingdom
13971,69,4,1084.88,180.81333333333336,5,3,148,2.0,4,2,2,422,25-34,F,Bronze,Mobile App,United Kingdom
13972,77,10,2491.51,113.25045454545452,18,8,290,6.5,4,3,3,433,25-34,F,Silver,Mobile App,United Kingdom
13973,41,6,1265.09,90.36357142857145,11,7,237,2.071428571428572,4,2,2,422,18-24,F,Silver,Mobile App,France
13974,300,15,9479.97,185.88176470588235,30,8,330,2.862745098039216,2,4,4,244,18-24,F,Bronze,Mobile App,United Kingdom
13975,49,8,2378.64,118.932,18,8,293,2.55,4,3,3,433,65+,F,Bronze,Mobile App,Norway
13976,57,4,1544.29,140.39,8,6,380,2.4545454545454546,4,2,2,422,18-24,M,Silver,Web,United Kingdom
13977,6,22,19907.28,205.22969072164943,56,8,567,5.835051546391752,5,5,5,555,35-44,F,Bronze,Web,United Kingdom
13978,170,1,18.63,18.63,1,1,0,1.0,2,1,1,211,45-54,F,Bronze,Mobile App,EIRE
13979,592,1,66.08,33.04,2,2,0,1.0,1,1,1,111,45-54,F,Gold,Web,Norway
13980,28,21,16375.41,168.81865979381442,54,8,232,3.752577319587629,5,5,5,555,45-54,M,Gold,Mobile App,United Kingdom
13981,290,8,5212.71,208.5084,21,8,215,6.24,2,3,4,234,18-24,M,Gold,Web,United Kingdom
