CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13510.0,390,2,240.26000000000002,1,1,1,111,Lost Customers
13511.0,136,1,47.48,2,1,1,211,At Risk
13512.0,646,2,657.28,1,1,1,111,Lost Customers
13513.0,306,11,4642.9400000000005,1,3,3,133,Lost Customers
13514.0,57,10,2851.34,3,3,2,332,Potential Loyalists
13515.0,301,1,50.22,1,1,1,111,Lost Customers
13516.0,12,36,51128.2,4,4,4,444,Champions
13517.0,186,13,10342.85,2,3,3,233,At Risk
13518.0,416,2,151.08,1,1,1,111,Lost Customers
13519.0,97,8,1262.8899999999999,3,2,2,322,Potential Loyalists
13520.0,119,11,3936.4700000000003,2,3,3,233,At Risk
13521.0,19,26,47995.4,4,4,4,444,Champions
13522.0,422,3,840.52,1,1,1,111,Lost Customers
13523.0,268,4,771.95,2,2,1,221,At Risk
13524.0,29,23,13521.0,4,4,4,444,Champions
13525.0,453,2,84.94,1,1,1,111,Lost Customers
13526.0,7,40,61964.77,4,4,4,444,Champions
13527.0,59,12,10231.44,3,3,3,333,Potential Loyalists
13528.0,11,34,74202.3,4,4,4,444,Champions
13529.0,347,2,4262.05,1,1,3,113,Lost Customers
13530.0,73,4,47326.25,3,2,4,324,Potential Loyalists
13532.0,64,19,9211.18,3,4,3,343,Loyal Customers
13533.0,313,5,1732.32,1,2,2,122,Lost Customers
13534.0,203,5,1135.84,2,2,2,222,At Risk
13535.0,507,1,73.12,1,1,1,111,Lost Customers
13536.0,10,22,15095.5,4,4,4,444,Champions
13537.0,59,8,9002.35,3,2,3,323,Potential Loyalists
13538.0,68,9,3847.56,3,3,3,333,Potential Loyalists
13539.0,334,5,851.45,1,2,1,121,Lost Customers
13540.0,68,3,531.51,3,1,1,311,Potential Loyalists
13541.0,4,32,23816.98,4,4,4,444,Champions
13542.0,270,5,1922.69,2,2,2,222,At Risk
13543.0,256,5,2612.31,2,2,2,222,At Risk
13544.0,63,9,14916.48,3,3,4,334,Potential Loyalists
13546.0,270,8,1937.77,2,2,2,222,At Risk
13547.0,126,4,419.92,2,2,1,221,At Risk
13548.0,77,6,1143.7,3,2,2,322,Potential Loyalists
13549.0,95,7,3706.17,3,2,3,323,Potential Loyalists
13550.0,116,7,2454.27,2,2,2,222,At Risk
13551.0,490,1,37.12,1,1,1,111,Lost Customers
13552.0,91,6,1300.6000000000001,3,2,2,322,Potential Loyalists
13553.0,171,10,1767.22,2,3,2,232,At Risk
13554.0,152,8,6713.3,2,2,3,223,At Risk
13555.0,301,2,227.91,1,1,1,111,Lost Customers
13556.0,203,6,10297.39,2,2,3,223,At Risk
13558.0,83,10,16910.03,3,3,4,334,Potential Loyalists
13559.0,60,20,48929.11000000001,3,4,4,344,Loyal Customers
13560.0,61,10,3601.6600000000003,3,3,3,333,Potential Loyalists
13562.0,145,8,5953.74,2,2,3,223,At Risk
13563.0,392,1,142.35,1,1,1,111,Lost Customers
13564.0,87,5,4621.02,3,2,3,323,Potential Loyalists
13565.0,695,1,84.42,1,1,1,111,Lost Customers
13566.0,28,32,61737.560000000005,4,4,4,444,Champions
13567.0,73,13,4288.67,3,3,3,333,Potential Loyalists
13568.0,113,5,3420.12,2,2,3,223,At Risk
13569.0,13,20,10691.52,4,4,3,443,Champions
13570.0,188,11,2901.3,2,3,2,232,At Risk
13571.0,77,6,1900.6200000000001,3,2,2,322,Potential Loyalists
13573.0,185,4,1941.1100000000001,2,2,2,222,At Risk
13574.0,50,12,2684.44,4,3,2,432,Potential Loyalists
13575.0,68,11,3696.1000000000004,3,3,3,333,Potential Loyalists
13576.0,41,27,22712.780000000002,4,4,4,444,Champions
13577.0,63,7,5601.0,3,2,3,323,Potential Loyalists
13578.0,216,6,1030.46,2,2,2,222,At Risk
13579.0,55,4,1293.1999999999998,3,2,2,322,Potential Loyalists
13580.0,10,39,27007.34,4,4,4,444,Champions
13581.0,259,15,39576.57,2,4,4,244,Loyal Customers
13582.0,321,4,1783.66,1,2,2,122,Lost Customers
13583.0,157,12,3578.4500000000003,2,3,3,233,At Risk
13584.0,61,7,3284.37,3,2,3,323,Potential Loyalists
13585.0,388,1,237.25,1,1,1,111,Lost Customers
13586.0,13,20,11152.65,4,4,4,444,Champions
13587.0,261,13,13865.800000000001,2,3,4,234,At Risk
13588.0,1,40,30858.68,4,4,4,444,Champions
13589.0,64,6,1816.05,3,2,2,322,Potential Loyalists
13591.0,62,8,1637.3600000000001,3,2,2,322,Potential Loyalists
13592.0,322,2,387.56,1,1,1,111,Lost Customers
13593.0,78,12,5140.14,3,3,3,333,Potential Loyalists
13595.0,495,1,105.02,1,1,1,111,Lost Customers
13596.0,498,1,120.43,1,1,1,111,Lost Customers
13597.0,372,2,253.98,1,1,1,111,Lost Customers
13598.0,7,29,24014.75,4,4,4,444,Champions
13599.0,249,1,57.69,2,1,1,211,At Risk
13600.0,132,8,1206.21,2,2,2,222,At Risk
13601.0,8,25,20966.07,4,4,4,444,Champions
13602.0,253,12,6983.42,2,3,3,233,At Risk
13603.0,462,2,157.22,1,1,1,111,Lost Customers
13604.0,11,25,50494.4,4,4,4,444,Champions
13605.0,132,8,2070.16,2,2,2,222,At Risk
13606.0,37,13,6460.18,4,3,3,433,Potential Loyalists
13607.0,202,12,3625.81,2,3,3,233,At Risk
13608.0,17,33,18473.100000000002,4,4,4,444,Champions
13609.0,55,6,1738.94,3,2,2,322,Potential Loyalists
13610.0,73,10,5465.77,3,3,3,333,Potential Loyalists
13611.0,17,24,23300.09,4,4,4,444,Champions
13612.0,52,3,311.31,3,1,1,311,Potential Loyalists
13613.0,326,17,13514.08,1,4,4,144,Loyal Customers
13614.0,411,1,50.22,1,1,1,111,Lost Customers
13615.0,60,10,2019.78,3,3,2,332,Potential Loyalists
13616.0,2,33,36534.33,4,4,4,444,Champions
13617.0,129,2,634.57,2,1,1,211,At Risk
13618.0,173,10,2851.0,2,3,2,232,At Risk
13619.0,51,17,9808.61,3,4,3,343,Loyal Customers
13620.0,37,5,1811.84,4,2,2,422,Potential Loyalists
13621.0,5,31,58017.04,4,4,4,444,Champions
13622.0,4,37,66542.38,4,4,4,444,Champions
13623.0,9,40,34142.65,4,4,4,444,Champions
13624.0,81,9,9291.41,3,3,3,333,Potential Loyalists
13625.0,500,1,256.14,1,1,1,111,Lost Customers
13626.0,8,22,11472.51,4,4,4,444,Champions
13627.0,56,9,2619.42,3,3,2,332,Potential Loyalists
13628.0,19,38,30543.42,4,4,4,444,Champions
13629.0,6,33,36667.87,4,4,4,444,Champions
13630.0,76,15,12586.390000000001,3,4,4,344,Loyal Customers
13631.0,353,2,54.15,1,1,1,111,Lost Customers
13632.0,143,7,2995.0299999999997,2,2,2,222,At Risk
13633.0,479,1,17.27,1,1,1,111,Lost Customers
13634.0,291,10,4665.62,1,3,3,133,Lost Customers
13635.0,413,2,76.13,1,1,1,111,Lost Customers
13636.0,111,8,9051.76,2,2,3,223,At Risk
13637.0,298,1,59.48,1,1,1,111,Lost Customers
13638.0,78,12,10039.449999999999,3,3,3,333,Potential Loyalists
13639.0,124,15,3736.28,2,4,3,243,Loyal Customers
13640.0,430,2,146.76,1,1,1,111,Lost Customers
13641.0,2,18,24793.969999999998,4,4,4,444,Champions
13642.0,54,4,1005.08,3,2,2,322,Potential Loyalists
13643.0,432,1,47.45,1,1,1,111,Lost Customers
13644.0,484,1,206.36,1,1,1,111,Lost Customers
13645.0,284,7,1286.43,1,2,2,122,Lost Customers
13646.0,60,4,1598.0400000000002,3,2,2,322,Potential Loyalists
13647.0,101,11,4770.19,3,3,3,333,Potential Loyalists
13648.0,75,9,2405.77,3,3,2,332,Potential Loyalists
13649.0,418,1,121.36000000000001,1,1,1,111,Lost Customers
13650.0,10,34,53576.619999999995,4,4,4,444,Champions
13651.0,393,2,444.87,1,1,1,111,Lost Customers
13652.0,62,8,2025.42,3,2,2,322,Potential Loyalists
13653.0,129,9,1814.38,2,3,2,232,At Risk
13654.0,270,14,24905.37,2,3,4,234,At Risk
13655.0,50,15,11293.51,4,4,4,444,Champions
13656.0,330,1,856.32,1,1,1,111,Lost Customers
13657.0,85,7,1527.88,3,2,2,322,Potential Loyalists
13658.0,12,19,10702.27,4,4,3,443,Champions
13659.0,50,8,3590.93,4,2,3,423,Potential Loyalists
13660.0,60,6,1229.02,3,2,2,322,Potential Loyalists
13661.0,163,4,1033.95,2,2,2,222,At Risk
13662.0,438,1,603.06,1,1,1,111,Lost Customers
13663.0,79,15,5785.63,3,4,3,343,Loyal Customers
13664.0,405,6,8725.72,1,2,3,123,Lost Customers
13665.0,34,24,27340.34,4,4,4,444,Champions
13666.0,83,12,7637.63,3,3,3,333,Potential Loyalists
13667.0,84,7,3013.4100000000003,3,2,2,322,Potential Loyalists
13668.0,388,10,6278.87,1,3,3,133,Lost Customers
13669.0,43,9,2307.44,4,3,2,432,Potential Loyalists
13670.0,175,8,2830.6600000000003,2,2,2,222,At Risk
13672.0,617,1,60.16,1,1,1,111,Lost Customers
13673.0,383,1,106.14,1,1,1,111,Lost Customers
13674.0,66,9,2194.38,3,3,2,332,Potential Loyalists
13675.0,170,7,3013.31,2,2,2,222,At Risk
13676.0,15,30,32635.72,4,4,4,444,Champions
13677.0,48,21,20550.71,4,4,4,444,Champions
13678.0,2,42,25087.1,4,4,4,444,Champions
13679.0,7,27,24804.8,4,4,4,444,Champions
13680.0,2,38,82386.16,4,4,4,444,Champions
13681.0,212,8,1681.43,2,2,2,222,At Risk
13682.0,566,2,237.25,1,1,1,111,Lost Customers
13683.0,77,9,1000.59,3,3,2,332,Potential Loyalists
13684.0,492,1,11.34,1,1,1,111,Lost Customers
13685.0,255,1,29.99,2,1,1,211,At Risk
13686.0,3,32,49722.12,4,4,4,444,Champions
13687.0,387,1,323.25,1,1,1,111,Lost Customers
13688.0,240,13,5429.05,2,3,3,233,At Risk
13689.0,371,1,189.8,1,1,1,111,Lost Customers
13690.0,319,19,7443.280000000001,1,4,3,143,Loyal Customers
13691.0,545,1,284.7,1,1,1,111,Lost Customers
13692.0,120,6,2398.32,2,2,2,222,At Risk
13693.0,126,12,15258.18,2,3,4,234,At Risk
13694.0,146,3,1673.0900000000001,2,1,2,212,At Risk
13695.0,356,1,47.45,1,1,1,111,Lost Customers
13696.0,316,4,826.14,1,2,1,121,Lost Customers
13697.0,332,1,34.96,1,1,1,111,Lost Customers
13698.0,89,9,1719.71,3,3,2,332,Potential Loyalists
13699.0,469,1,155.06,1,1,1,111,Lost Customers
13700.0,2,43,123408.81,4,4,4,444,Champions
13701.0,154,2,735.4200000000001,2,1,1,211,At Risk
13702.0,21,33,24399.56,4,4,4,444,Champions
13703.0,176,5,1891.94,2,2,2,222,At Risk
13704.0,237,3,6912.789999999999,2,1,3,213,At Risk
13706.0,8,33,25458.75,4,4,4,444,Champions
13707.0,425,2,110.46000000000001,1,1,1,111,Lost Customers
13708.0,2,27,43215.82,4,4,4,444,Champions
13711.0,78,4,2228.01,3,2,2,322,Potential Loyalists
13712.0,348,17,8142.7,1,4,3,143,Loyal Customers
13713.0,2,36,40759.75,4,4,4,444,Champions
13714.0,8,43,72803.69,4,4,4,444,Champions
13715.0,564,1,47.58,1,1,1,111,Lost Customers
13716.0,84,9,2690.42,3,3,2,332,Potential Loyalists
13717.0,1,32,28519.030000000002,4,4,4,444,Champions
13719.0,1,23,20306.89,4,4,4,444,Champions
13721.0,262,12,6211.22,2,3,3,233,At Risk
13722.0,430,1,241.92000000000002,1,1,1,111,Lost Customers
13723.0,233,3,990.97,2,1,2,212,At Risk
13724.0,58,10,3867.11,3,3,3,333,Potential Loyalists
13725.0,385,2,127.53,1,1,1,111,Lost Customers
13726.0,26,14,6837.61,4,3,3,433,Potential Loyalists
13727.0,74,8,8498.28,3,2,3,323,Potential Loyalists
13728.0,243,8,3641.1400000000003,2,2,3,223,At Risk
13729.0,388,1,113.2,1,1,1,111,Lost Customers
13731.0,224,9,3763.88,2,3,3,233,At Risk
13732.0,57,11,2321.68,3,3,2,332,Potential Loyalists
13733.0,33,33,28445.5,4,4,4,444,Champions
13734.0,141,7,1434.11,2,2,2,222,At Risk
13737.0,226,13,4905.4800000000005,2,3,3,233,At Risk
13738.0,65,12,2851.6,3,3,2,332,Potential Loyalists
13739.0,36,9,10206.68,4,3,3,433,Potential Loyalists
13740.0,308,6,2338.71,1,2,2,122,Lost Customers
13741.0,64,8,1028.91,3,2,2,322,Potential Loyalists
13742.0,268,5,1244.43,2,2,2,222,At Risk
13743.0,90,8,951.2,3,2,2,322,Potential Loyalists
13744.0,84,6,928.37,3,2,2,322,Potential Loyalists
13745.0,289,8,4722.8,1,2,3,123,Lost Customers
13746.0,148,12,3716.36,2,3,3,233,At Risk
13747.0,475,2,34.019999999999996,1,1,1,111,Lost Customers
13749.0,421,2,302.07,1,1,1,111,Lost Customers
13750.0,23,38,56042.270000000004,4,4,4,444,Champions
13751.0,19,38,43584.39,4,4,4,444,Champions
13752.0,97,6,1707.02,3,2,2,322,Potential Loyalists
13753.0,302,16,5784.3,1,4,3,143,Loyal Customers
13754.0,14,27,23782.1,4,4,4,444,Champions
13755.0,202,5,1464.69,2,2,2,222,At Risk
13756.0,509,1,29.74,1,1,1,111,Lost Customers
13757.0,186,11,2271.02,2,3,2,232,At Risk
13758.0,21,13,3677.37,4,3,3,433,Potential Loyalists
13759.0,6,39,24750.46,4,4,4,444,Champions
13760.0,279,6,3977.15,2,2,3,223,At Risk
13761.0,70,4,1231.76,3,2,2,322,Potential Loyalists
13762.0,4,29,22281.73,4,4,4,444,Champions
13764.0,123,9,3579.9300000000003,2,3,3,233,At Risk
13765.0,8,33,24932.43,4,4,4,444,Champions
13766.0,102,16,7278.81,3,4,3,343,Loyal Customers
13767.0,419,3,714.34,1,1,1,111,Lost Customers
13768.0,272,5,982.26,2,2,2,222,At Risk
13769.0,1,20,24299.37,4,4,4,444,Champions
13770.0,9,37,26030.67,4,4,4,444,Champions
13771.0,7,36,26293.65,4,4,4,444,Champions
13772.0,37,7,1488.89,4,2,2,422,Potential Loyalists
13773.0,80,6,1705.96,3,2,2,322,Potential Loyalists
13774.0,239,16,8640.970000000001,2,4,3,243,Loyal Customers
13775.0,20,9,1722.16,4,3,2,432,Potential Loyalists
13776.0,219,14,6786.839999999999,2,3,3,233,At Risk
13777.0,65,5,704.49,3,2,1,321,Potential Loyalists
13778.0,3,35,50238.71,4,4,4,444,Champions
13780.0,587,1,54.53,1,1,1,111,Lost Customers
13781.0,303,2,489.45000000000005,1,1,1,111,Lost Customers
13782.0,477,2,143.54,1,1,1,111,Lost Customers
13783.0,256,3,927.74,2,1,2,212,At Risk
13784.0,455,1,2.15,1,1,1,111,Lost Customers
13785.0,62,5,1041.35,3,2,2,322,Potential Loyalists
13786.0,469,1,899.45,1,1,2,112,Lost Customers
13787.0,54,3,2185.52,3,1,2,312,Potential Loyalists
13788.0,44,13,1906.8400000000001,4,3,2,432,Potential Loyalists
13789.0,199,14,3230.7000000000003,2,3,3,233,At Risk
13790.0,228,1,219.08999999999997,2,1,1,211,At Risk
13791.0,1,41,37786.45,4,4,4,444,Champions
13792.0,253,2,237.25,2,1,1,211,At Risk
13793.0,193,2,1553.63,2,1,2,212,At Risk
13794.0,81,12,6950.08,3,3,3,333,Potential Loyalists
13796.0,516,1,278.49,1,1,1,111,Lost Customers
13797.0,19,28,20835.68,4,4,4,444,Champions
13798.0,7,19,18947.03,4,4,4,444,Champions
13799.0,131,13,5549.42,2,3,3,233,At Risk
13800.0,237,7,2265.65,2,2,2,222,At Risk
13801.0,9,31,51565.5,4,4,4,444,Champions
13802.0,9,35,18048.83,4,4,4,444,Champions
13804.0,254,7,2664.61,2,2,2,222,At Risk
13805.0,49,8,2228.38,4,2,2,422,Potential Loyalists
13806.0,75,13,2718.6800000000003,3,3,2,332,Potential Loyalists
13807.0,58,12,8834.69,3,3,3,333,Potential Loyalists
13808.0,57,10,2750.81,3,3,2,332,Potential Loyalists
13809.0,51,2,773.4300000000001,3,1,1,311,Potential Loyalists
13810.0,17,32,26157.81,4,4,4,444,Champions
13811.0,238,5,1219.38,2,2,2,222,At Risk
13812.0,415,5,1592.28,1,2,2,122,Lost Customers
13813.0,355,2,93.50999999999999,1,1,1,111,Lost Customers
13814.0,168,5,1238.42,2,2,2,222,At Risk
13815.0,95,5,1728.22,3,2,2,322,Potential Loyalists
13816.0,569,1,161.2,1,1,1,111,Lost Customers
13817.0,19,10,2969.46,4,3,2,432,Potential Loyalists
13818.0,65,6,2949.52,3,2,2,322,Potential Loyalists
13819.0,4,26,17146.86,4,4,4,444,Champions
13820.0,550,1,98.97999999999999,1,1,1,111,Lost Customers
13821.0,86,10,2962.85,3,3,2,332,Potential Loyalists
13822.0,4,27,17116.23,4,4,4,444,Champions
13823.0,407,1,322.39,1,1,1,111,Lost Customers
13824.0,48,11,3546.46,4,3,3,433,Potential Loyalists
13825.0,174,7,3685.34,2,2,3,223,At Risk
13826.0,83,12,3111.6600000000003,3,3,3,333,Potential Loyalists
13827.0,111,10,5359.33,2,3,3,233,At Risk
13828.0,406,1,214.08,1,1,1,111,Lost Customers
13829.0,17,15,36966.53,4,4,4,444,Champions
13830.0,53,6,2476.02,3,2,2,322,Potential Loyalists
13831.0,102,7,4244.78,3,2,3,323,Potential Loyalists
13832.0,78,6,1568.91,3,2,2,322,Potential Loyalists
13833.0,302,16,47016.28999999999,1,4,4,144,Loyal Customers
13834.0,216,14,5903.02,2,3,3,233,At Risk
13835.0,137,10,7670.44,2,3,3,233,At Risk
13836.0,103,10,1387.82,3,3,2,332,Potential Loyalists
13837.0,16,41,80487.53,4,4,4,444,Champions
13838.0,102,2,810.84,3,1,1,311,Potential Loyalists
13839.0,1,24,18549.329999999998,4,4,4,444,Champions
13840.0,228,4,1089.13,2,2,2,222,At Risk
13841.0,51,9,5058.72,3,3,3,333,Potential Loyalists
13842.0,196,8,3345.88,2,2,3,223,At Risk
13843.0,40,17,5019.85,4,4,3,443,Champions
13844.0,161,6,3704.1000000000004,2,2,3,223,At Risk
13845.0,21,36,25828.64,4,4,4,444,Champions
13846.0,65,12,22741.870000000003,3,3,4,334,Potential Loyalists
13847.0,648,1,17.27,1,1,1,111,Lost Customers
13848.0,7,34,52857.28,4,4,4,444,Champions
13849.0,405,2,569.6500000000001,1,1,1,111,Lost Customers
13850.0,122,8,2418.79,2,2,2,222,At Risk
13851.0,59,14,4897.91,3,3,3,333,Potential Loyalists
13852.0,4,41,80272.17,4,4,4,444,Champions
13853.0,169,4,1153.64,2,2,2,222,At Risk
13854.0,405,1,3.75,1,1,1,111,Lost Customers
13855.0,257,1,8.56,2,1,1,211,At Risk
13856.0,280,9,3048.42,2,3,2,232,At Risk
13857.0,425,1,22.78,1,1,1,111,Lost Customers
13858.0,308,11,17236.059999999998,1,3,4,134,Lost Customers
13859.0,30,43,27614.59,4,4,4,444,Champions
13860.0,209,4,8608.72,2,2,3,223,At Risk
13861.0,78,12,2458.92,3,3,2,332,Potential Loyalists
13863.0,466,1,55.89,1,1,1,111,Lost Customers
13864.0,548,1,75.42,1,1,1,111,Lost Customers
13865.0,5,31,28724.22,4,4,4,444,Champions
13866.0,228,4,621.92,2,2,1,221,At Risk
13867.0,27,22,14683.47,4,4,4,444,Champions
13868.0,464,1,52.34,1,1,1,111,Lost Customers
13869.0,62,11,2608.46,3,3,2,332,Potential Loyalists
13870.0,560,1,39.68,1,1,1,111,Lost Customers
13871.0,78,13,3865.93,3,3,3,333,Potential Loyalists
13872.0,84,11,12085.25,3,3,4,334,Potential Loyalists
13873.0,488,1,374.33,1,1,1,111,Lost Customers
13874.0,479,1,47.01,1,1,1,111,Lost Customers
13875.0,446,1,68.85,1,1,1,111,Lost Customers
13876.0,66,6,2572.58,3,2,2,322,Potential Loyalists
13877.0,289,8,3116.83,1,2,3,123,Lost Customers
13879.0,282,8,3786.87,2,2,3,223,At Risk
13880.0,202,9,1179.58,2,3,2,232,At Risk
13881.0,64,11,3326.23,3,3,3,333,Potential Loyalists
13882.0,163,14,6914.27,2,3,3,233,At Risk
13883.0,71,8,798.77,3,2,1,321,Potential Loyalists
13884.0,47,20,11561.11,4,4,4,444,Champions
13885.0,441,2,320.78999999999996,1,1,1,111,Lost Customers
13886.0,118,1,252.29,2,1,1,211,At Risk
13887.0,121,15,6188.86,2,4,3,243,Loyal Customers
13888.0,581,2,212.89,1,1,1,111,Lost Customers
13889.0,34,8,870.28,4,2,1,421,Potential Loyalists
13890.0,150,11,3755.15,2,3,3,233,At Risk
13891.0,142,7,2108.16,2,2,2,222,At Risk
13892.0,55,5,5790.15,3,2,3,323,Potential Loyalists
13893.0,81,15,3928.3,3,4,3,343,Loyal Customers
13894.0,111,10,5218.9,2,3,3,233,At Risk
13895.0,516,1,945.65,1,1,2,112,Lost Customers
13896.0,124,9,2607.87,2,3,2,232,At Risk
13897.0,72,9,8809.25,3,3,3,333,Potential Loyalists
13898.0,602,1,94.9,1,1,1,111,Lost Customers
13899.0,208,8,3247.34,2,2,3,223,At Risk
13900.0,296,1,217.68,1,1,1,111,Lost Customers
13901.0,105,7,3203.99,3,2,3,323,Potential Loyalists
13902.0,639,1,164.86,1,1,1,111,Lost Customers
13903.0,568,1,118.12,1,1,1,111,Lost Customers
13904.0,132,11,2786.35,2,3,2,232,At Risk
13905.0,3,29,36360.65,4,4,4,444,Champions
13906.0,67,11,2441.77,3,3,2,332,Potential Loyalists
13907.0,2,38,36493.23,4,4,4,444,Champions
13908.0,160,12,3551.87,2,3,3,233,At Risk
13909.0,77,10,3643.58,3,3,3,333,Potential Loyalists
13910.0,244,12,4131.89,2,3,3,233,At Risk
13911.0,227,12,5603.62,2,3,3,233,At Risk
13912.0,249,15,10989.49,2,4,3,243,Loyal Customers
13913.0,146,13,23608.780000000002,2,3,4,234,At Risk
13914.0,440,2,270.56,1,1,1,111,Lost Customers
13915.0,242,4,4290.8099999999995,2,2,3,223,At Risk
13916.0,145,11,3296.8,2,3,3,233,At Risk
13917.0,63,4,666.64,3,2,1,321,Potential Loyalists
13918.0,1,34,32125.100000000002,4,4,4,444,Champions
13919.0,326,10,1946.39,1,3,2,132,Lost Customers
13920.0,90,5,6130.209999999999,3,2,3,323,Potential Loyalists
13921.0,45,30,24184.3,4,4,4,444,Champions
13922.0,376,1,2.15,1,1,1,111,Lost Customers
13923.0,48,8,5568.34,4,2,3,423,Potential Loyalists
13924.0,145,3,35233.46,2,1,4,214,At Risk
13925.0,21,19,14392.9,4,4,4,444,Champions
13926.0,222,6,5454.65,2,2,3,223,At Risk
13927.0,67,8,6606.740000000001,3,2,3,323,Potential Loyalists
13928.0,103,5,1428.98,3,2,2,322,Potential Loyalists
13929.0,22,28,14364.050000000001,4,4,4,444,Champions
13930.0,59,6,2152.15,3,2,2,322,Potential Loyalists
13931.0,399,2,281.31,1,1,1,111,Lost Customers
13932.0,39,16,10877.06,4,4,3,443,Champions
13933.0,20,33,50601.13,4,4,4,444,Champions
13934.0,320,2,52.37,1,1,1,111,Lost Customers
13935.0,2,22,49090.520000000004,4,4,4,444,Champions
13936.0,163,5,433.65000000000003,2,2,1,221,At Risk
13937.0,166,8,1622.6,2,2,2,222,At Risk
13938.0,71,3,422.78,3,1,1,311,Potential Loyalists
13939.0,104,11,5450.08,3,3,3,333,Potential Loyalists
13940.0,93,11,12138.42,3,3,4,334,Potential Loyalists
13941.0,123,15,4033.66,2,4,3,243,Loyal Customers
13942.0,98,12,4962.18,3,3,3,333,Potential Loyalists
13943.0,67,10,3202.77,3,3,3,333,Potential Loyalists
13944.0,69,8,2229.7400000000002,3,2,2,322,Potential Loyalists
13945.0,107,3,3383.02,2,1,3,213,At Risk
13946.0,504,1,27.03,1,1,1,111,Lost Customers
13947.0,146,16,5494.41,2,4,3,243,Loyal Customers
13948.0,26,20,61630.24999999999,4,4,4,444,Champions
13949.0,105,6,1287.95,3,2,2,322,Potential Loyalists
13950.0,368,10,36410.200000000004,1,3,4,134,Lost Customers
13951.0,25,39,33240.48,4,4,4,444,Champions
13952.0,368,1,59.48,1,1,1,111,Lost Customers
13953.0,88,10,5123.9400000000005,3,3,3,333,Potential Loyalists
13954.0,182,3,1758.5900000000001,2,1,2,212,At Risk
13955.0,76,8,4145.12,3,2,3,323,Potential Loyalists
13956.0,7,41,50097.86,4,4,4,444,Champions
13957.0,442,1,142.35,1,1,1,111,Lost Customers
13958.0,260,6,2686.79,2,2,2,222,At Risk
13959.0,264,11,7659.56,2,3,3,233,At Risk
13960.0,342,2,74.75,1,1,1,111,Lost Customers
13961.0,342,17,12752.45,1,4,4,144,Loyal Customers
13962.0,11,23,13916.86,4,4,4,444,Champions
13963.0,192,15,5744.39,2,4,3,243,Loyal Customers
13964.0,393,2,42139.869999999995,1,1,4,114,Lost Customers
13965.0,102,9,4205.17,3,3,3,333,Potential Loyalists
13966.0,12,26,11860.27,4,4,4,444,Champions
13967.0,335,4,2441.69,1,2,2,122,Lost Customers
13968.0,78,9,3630.2200000000003,3,3,3,333,Potential Loyalists
13969.0,343,1,321.04,1,1,1,111,Lost Customers
13970.0,111,9,1926.72,2,3,2,232,At Risk
13971.0,69,4,1084.88,3,2,2,322,Potential Loyalists
13972.0,77,10,2491.5099999999998,3,3,2,332,Potential Loyalists
13973.0,41,6,1265.0900000000001,4,2,2,422,Potential Loyalists
13974.0,300,15,9479.97,1,4,3,143,Loyal Customers
13975.0,49,8,2378.64,4,2,2,422,Potential Loyalists
13976.0,57,4,1544.29,3,2,2,322,Potential Loyalists
13977.0,6,22,23037.96,4,4,4,444,Champions
13978.0,170,1,18.63,2,1,1,211,At Risk
13979.0,592,1,66.08,1,1,1,111,Lost Customers
13980.0,28,21,16885.81,4,4,4,444,Champions
13981.0,290,8,5212.71,1,2,3,123,Lost Customers
13982.0,182,6,1866.34,2,2,2,222,At Risk
13983.0,1,38,49169.75,4,4,4,444,Champions
13984.0,144,8,3582.09,2,2,3,223,At Risk
13985.0,123,4,6046.900000000001,2,2,3,223,At Risk
13986.0,57,11,2213.03,3,3,2,332,Potential Loyalists
13987.0,155,6,2535.31,2,2,2,222,At Risk
13988.0,182,4,153.23000000000002,2,2,1,221,At Risk
13989.0,61,10,8821.390000000001,3,3,3,333,Potential Loyalists
13990.0,4,40,63244.0,4,4,4,444,Champions
13991.0,155,8,4296.11,2,2,3,223,At Risk
13992.0,508,2,47.14,1,1,1,111,Lost Customers
13993.0,78,10,2385.7,3,3,2,332,Potential Loyalists
13994.0,173,4,515.41,2,2,1,221,At Risk
13995.0,27,29,20934.09,4,4,4,444,Champions
13996.0,64,6,1593.29,3,2,2,322,Potential Loyalists
13997.0,23,32,19516.86,4,4,4,444,Champions
13998.0,142,4,3191.1,2,2,3,223,At Risk
13999.0,542,1,62.379999999999995,1,1,1,111,Lost Customers
14000.0,5,20,27588.11,4,4,4,444,Champions
14001.0,78,13,3679.11,3,3,3,333,Potential Loyalists
14002.0,272,2,254.61,2,1,1,211,At Risk
14003.0,171,7,899.87,2,2,2,222,At Risk
14004.0,280,12,3287.3100000000004,2,3,3,233,At Risk
14005.0,85,13,3989.19,3,3,3,333,Potential Loyalists
14006.0,79,13,3492.95,3,3,3,333,Potential Loyalists
14007.0,59,12,5668.87,3,3,3,333,Potential Loyalists
14008.0,64,11,7942.19,3,3,3,333,Potential Loyalists
14009.0,458,2,265.06,1,1,1,111,Lost Customers
14010.0,473,1,184.3,1,1,1,111,Lost Customers
14011.0,132,6,2048.28,2,2,2,222,At Risk
14012.0,135,9,41185.34999999999,2,3,4,234,At Risk
14014.0,342,2,7990.09,1,1,3,113,Lost Customers
14015.0,69,14,6211.46,3,3,3,333,Potential Loyalists
14016.0,7,21,17444.16,4,4,4,444,Champions
