CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnRisk
12931.0,59,4,693.4200000000001,3,2,1,321,Potential Loyalists,Medium Risk
12932.0,284,11,7571.910000000001,1,3,3,133,Lost Customers,High Risk
12933.0,81,11,5190.26,3,3,3,333,Potential Loyalists,Medium Risk
12934.0,65,5,734.05,3,2,1,321,Potential Loyalists,Medium Risk
12935.0,504,1,189.8,1,1,1,111,Lost Customers,High Risk
12936.0,46,11,7708.69,4,3,3,433,Potential Loyalists,Medium Risk
12937.0,57,3,407.94,3,1,1,311,Potential Loyalists,Medium Risk
12938.0,33,23,35782.99,4,4,4,444,Champions,Low Risk
12940.0,252,12,8263.7,2,3,3,233,At Risk,High Risk
12941.0,60,14,6243.64,3,3,3,333,Potential Loyalists,Medium Risk
12942.0,142,14,4524.88,2,3,3,233,At Risk,High Risk
12943.0,364,7,2247.4,1,2,2,122,Lost Customers,High Risk
12944.0,101,3,935.68,3,1,2,312,Potential Loyalists,Medium Risk
12945.0,233,2,971.33,2,1,2,212,At Risk,High Risk
12946.0,575,1,210.3,1,1,1,111,Lost Customers,High Risk
12947.0,168,7,2528.64,2,2,2,222,At Risk,High Risk
12948.0,70,9,2787.6400000000003,3,2,2,322,Potential Loyalists,Medium Risk
12949.0,48,13,3375.53,4,3,3,433,Potential Loyalists,Medium Risk
12950.0,431,1,142.35,1,1,1,111,Lost Customers,High Risk
12951.0,43,3,885.14,4,1,2,412,Potential Loyalists,Medium Risk
12952.0,56,9,2067.56,3,2,2,322,Potential Loyalists,Medium Risk
12953.0,87,14,6796.360000000001,3,3,3,333,Potential Loyalists,Medium Risk
12954.0,12,40,40638.85,4,4,4,444,Champions,Low Risk
12955.0,669,1,123.2,1,1,1,111,Lost Customers,High Risk
12956.0,95,4,780.62,3,2,1,321,Potential Loyalists,Medium Risk
12957.0,93,11,4867.82,3,3,3,333,Potential Loyalists,Medium Risk
12958.0,45,7,6370.21,4,2,3,423,Potential Loyalists,Medium Risk
12959.0,89,9,3074.81,3,2,2,322,Potential Loyalists,Medium Risk
12960.0,8,35,25205.27,4,4,4,444,Champions,Low Risk
12961.0,101,6,1008.17,3,2,2,322,Potential Loyalists,Medium Risk
12962.0,164,4,706.99,2,2,1,221,At Risk,High Risk
12963.0,2,31,27632.67,4,4,4,444,Champions,Low Risk
12964.0,7,25,17588.01,4,4,4,444,Champions,Low Risk
12965.0,48,9,2571.45,4,2,2,422,Potential Loyalists,Medium Risk
12966.0,181,18,40041.55,2,4,4,244,Loyal Customers,Low Risk
12967.0,72,11,3546.66,3,3,3,333,Potential Loyalists,Medium Risk
12968.0,104,4,869.53,3,2,1,321,Potential Loyalists,Medium Risk
12969.0,126,8,3756.21,2,2,3,223,At Risk,High Risk
12970.0,351,11,5746.25,1,3,3,133,Lost Customers,High Risk
12971.0,130,7,4740.22,2,2,3,223,At Risk,High Risk
12972.0,179,8,1657.29,2,2,2,222,At Risk,High Risk
12973.0,21,13,2458.27,4,3,2,432,Potential Loyalists,Medium Risk
12974.0,12,36,20073.6,4,4,4,444,Champions,Low Risk
12975.0,31,10,11138.14,4,3,4,434,Potential Loyalists,Medium Risk
12976.0,233,2,161.69,2,1,1,211,At Risk,High Risk
12977.0,280,11,9174.45,2,3,3,233,At Risk,High Risk
12978.0,7,22,19991.08,4,4,4,444,Champions,Low Risk
12979.0,376,2,446.04,1,1,1,111,Lost Customers,High Risk
12980.0,89,4,1545.3,3,2,2,322,Potential Loyalists,Medium Risk
12981.0,323,2,2803.01,1,1,2,112,Lost Customers,High Risk
12982.0,587,1,51.81,1,1,1,111,Lost Customers,High Risk
12983.0,122,13,2762.81,2,3,2,232,At Risk,High Risk
12984.0,7,25,21701.26,4,4,4,444,Champions,Low Risk
12985.0,22,28,18935.95,4,4,4,444,Champions,Low Risk
12986.0,123,10,7176.360000000001,2,3,3,233,At Risk,High Risk
12987.0,125,6,720.55,2,2,1,221,At Risk,High Risk
12988.0,72,9,1052.57,3,2,2,322,Potential Loyalists,Medium Risk
12989.0,14,27,29829.51,4,4,4,444,Champions,Low Risk
12990.0,4,22,14638.37,4,4,4,444,Champions,Low Risk
12991.0,124,9,3430.57,2,2,3,223,At Risk,High Risk
12993.0,515,1,208.43,1,1,1,111,Lost Customers,High Risk
12994.0,30,2,354.06,4,1,1,411,Potential Loyalists,Medium Risk
12995.0,85,5,1028.5,3,2,2,322,Potential Loyalists,Medium Risk
12996.0,91,12,2470.59,3,3,2,332,Potential Loyalists,Medium Risk
12997.0,102,12,3657.69,3,3,3,333,Potential Loyalists,Medium Risk
12998.0,141,12,13085.63,2,3,4,234,At Risk,High Risk
12999.0,56,12,2681.28,3,3,2,332,Potential Loyalists,Medium Risk
13000.0,6,20,43114.09,4,4,4,444,Champions,Low Risk
13001.0,90,7,7271.900000000001,3,2,3,323,Potential Loyalists,Medium Risk
13002.0,123,5,858.39,2,2,1,221,At Risk,High Risk
13003.0,113,13,7017.32,2,3,3,233,At Risk,High Risk
13004.0,9,30,33485.51,4,4,4,444,Champions,Low Risk
13006.0,341,1,132.02,1,1,1,111,Lost Customers,High Risk
13007.0,271,14,8962.32,2,3,3,233,At Risk,High Risk
13008.0,50,7,3528.04,4,2,3,423,Potential Loyalists,Medium Risk
13009.0,211,12,8317.76,2,3,3,233,At Risk,High Risk
13010.0,110,9,3528.34,2,3,3,233,At Risk,High Risk
13011.0,78,3,9041.49,3,1,3,313,Potential Loyalists,Medium Risk
13012.0,74,4,4161.31,3,2,3,323,Potential Loyalists,Medium Risk
13013.0,164,4,820.19,2,2,1,221,At Risk,High Risk
13014.0,262,2,331.93,2,1,1,211,At Risk,High Risk
13015.0,168,11,2535.68,2,3,2,232,At Risk,High Risk
13016.0,14,16,12778.03,4,4,4,444,Champions,Low Risk
13017.0,273,1,411.32,2,1,1,211,At Risk,High Risk
13018.0,16,48,60442.02,4,4,4,444,Champions,Low Risk
13019.0,398,1,4697.55,1,1,3,113,Lost Customers,High Risk
13020.0,24,24,45155.11,4,4,4,444,Champions,Low Risk
13022.0,93,12,3464.51,3,3,3,333,Potential Loyalists,Medium Risk
13024.0,281,1,18.22,2,1,1,211,At Risk,High Risk
13025.0,5,34,25230.24,4,4,4,444,Champions,Low Risk
13026.0,19,26,22253.86,4,4,4,444,Champions,Low Risk
13027.0,425,1,70.62,1,1,1,111,Lost Customers,High Risk
13028.0,596,1,94.9,1,1,1,111,Lost Customers,High Risk
13029.0,373,1,82.22,1,1,1,111,Lost Customers,High Risk
13030.0,14,21,31184.75,4,4,4,444,Champions,Low Risk
13031.0,428,1,1687.59,1,1,2,112,Lost Customers,High Risk
13032.0,77,14,4174.85,3,3,3,333,Potential Loyalists,Medium Risk
13033.0,8,23,19357.53,4,4,4,444,Champions,Low Risk
13034.0,112,5,13848.7,2,2,4,224,At Risk,High Risk
13035.0,68,11,5129.45,3,3,3,333,Potential Loyalists,Medium Risk
13036.0,66,7,820.23,3,2,1,321,Potential Loyalists,Medium Risk
13037.0,2,27,39301.01,4,4,4,444,Champions,Low Risk
13038.0,378,11,9983.37,1,3,3,133,Lost Customers,High Risk
13039.0,81,5,3697.65,3,2,3,323,Potential Loyalists,Medium Risk
13040.0,140,4,953.29,2,2,2,222,At Risk,High Risk
13041.0,131,1,53.08,2,1,1,211,At Risk,High Risk
13042.0,2,36,68497.62,4,4,4,444,Champions,Low Risk
13043.0,112,9,12904.68,2,3,4,234,At Risk,High Risk
13044.0,167,2,94.77,2,1,1,211,At Risk,High Risk
13045.0,313,2,83.12,1,1,1,111,Lost Customers,High Risk
13046.0,28,30,38305.72,4,4,4,444,Champions,Low Risk
13047.0,86,4,2682.11,3,2,2,322,Potential Loyalists,Medium Risk
13048.0,470,1,56.95,1,1,1,111,Lost Customers,High Risk
13049.0,52,4,664.3399999999999,3,2,1,321,Potential Loyalists,Medium Risk
13050.0,487,1,1916.2,1,1,2,112,Lost Customers,High Risk
13051.0,182,3,558.86,2,1,1,211,At Risk,High Risk
13052.0,337,1,319.04,1,1,1,111,Lost Customers,High Risk
13053.0,210,17,10158.31,2,4,3,243,Loyal Customers,Low Risk
13054.0,29,37,61951.64,4,4,4,444,Champions,Low Risk
13055.0,105,12,2638.4,3,3,2,332,Potential Loyalists,Medium Risk
13056.0,426,2,2003.71,1,1,2,112,Lost Customers,High Risk
13057.0,438,1,2310.12,1,1,2,112,Lost Customers,High Risk
13058.0,58,2,364.64,3,1,1,311,Potential Loyalists,Medium Risk
13059.0,7,31,26351.86,4,4,4,444,Champions,Low Risk
13060.0,341,10,4054.85,1,3,3,133,Lost Customers,High Risk
13061.0,34,29,20536.08,4,4,4,444,Champions,Low Risk
13062.0,121,8,2318.95,2,2,2,222,At Risk,High Risk
13063.0,1,21,9982.25,4,4,3,443,Champions,Low Risk
13064.0,75,10,1762.59,3,3,2,332,Potential Loyalists,Medium Risk
13065.0,223,13,12487.71,2,3,4,234,At Risk,High Risk
13067.0,348,2,186.27,1,1,1,111,Lost Customers,High Risk
13068.0,598,1,80.00999999999999,1,1,1,111,Lost Customers,High Risk
13070.0,650,1,29.99,1,1,1,111,Lost Customers,High Risk
13071.0,37,11,3494.84,4,3,3,433,Potential Loyalists,Medium Risk
13072.0,299,1,51.81,1,1,1,111,Lost Customers,High Risk
13073.0,22,33,28206.9,4,4,4,444,Champions,Low Risk
13074.0,133,7,1728.62,2,2,2,222,At Risk,High Risk
13075.0,8,28,29143.85,4,4,4,444,Champions,Low Risk
13076.0,113,5,1943.71,2,2,2,222,At Risk,High Risk
13077.0,9,26,15557.65,4,4,4,444,Champions,Low Risk
13078.0,111,6,3038.46,2,2,2,222,At Risk,High Risk
13079.0,89,3,3306.89,3,1,3,313,Potential Loyalists,Medium Risk
13080.0,79,9,3036.16,3,3,2,332,Potential Loyalists,Medium Risk
13081.0,388,1,50.28,1,1,1,111,Lost Customers,High Risk
13082.0,48,3,284.75,4,1,1,411,Potential Loyalists,Medium Risk
13083.0,42,10,1848.87,4,3,2,432,Potential Loyalists,Medium Risk
13084.0,20,45,32372.43,4,4,4,444,Champions,Low Risk
13085.0,70,6,5422.93,3,2,3,323,Potential Loyalists,Medium Risk
13086.0,77,11,1759.22,3,3,2,332,Potential Loyalists,Medium Risk
13087.0,419,10,9790.96,1,3,3,133,Lost Customers,High Risk
13088.0,224,7,1797.97,2,2,2,222,At Risk,High Risk
13089.0,43,9,4002.49,4,3,3,433,Potential Loyalists,Medium Risk
13090.0,272,15,4315.93,2,4,3,243,Loyal Customers,Low Risk
13091.0,377,1,47.45,1,1,1,111,Lost Customers,High Risk
13092.0,117,6,893.2,2,2,2,222,At Risk,High Risk
13093.0,165,4,288.54,2,2,1,221,At Risk,High Risk
13094.0,127,3,1070.09,2,1,2,212,At Risk,High Risk
13095.0,82,5,1546.4699999999998,3,2,2,322,Potential Loyalists,Medium Risk
13096.0,109,9,3875.13,2,3,3,233,At Risk,High Risk
13097.0,77,15,4555.54,3,4,3,343,Loyal Customers,Low Risk
13098.0,201,6,642.7,2,2,1,221,At Risk,High Risk
13099.0,99,11,1630.17,3,3,2,332,Potential Loyalists,Medium Risk
13100.0,81,12,2010.89,3,3,2,332,Potential Loyalists,Medium Risk
13101.0,6,36,39459.96,4,4,4,444,Champions,Low Risk
13102.0,145,9,22466.37,2,3,4,234,At Risk,High Risk
13103.0,49,12,4392.9,4,3,3,433,Potential Loyalists,Medium Risk
13104.0,2,45,33182.32,4,4,4,444,Champions,Low Risk
13105.0,25,19,10789.81,4,4,3,443,Champions,Low Risk
13106.0,199,1,51.81,2,1,1,211,At Risk,High Risk
13107.0,2,19,10011.65,4,4,3,443,Champions,Low Risk
13108.0,108,3,1457.6,2,1,2,212,At Risk,High Risk
13109.0,12,28,16994.61,4,4,4,444,Champions,Low Risk
13110.0,3,29,18460.05,4,4,4,444,Champions,Low Risk
13111.0,9,35,22050.36,4,4,4,444,Champions,Low Risk
13112.0,50,12,2955.61,4,3,2,432,Potential Loyalists,Medium Risk
13113.0,125,8,1305.55,2,2,2,222,At Risk,High Risk
13114.0,266,14,12990.490000000002,2,3,4,234,At Risk,High Risk
13115.0,243,12,3167.73,2,3,3,233,At Risk,High Risk
13116.0,60,15,4808.38,3,4,3,343,Loyal Customers,Low Risk
13117.0,5,23,13284.33,4,4,4,444,Champions,Low Risk
13118.0,294,1,69.08,1,1,1,111,Lost Customers,High Risk
13119.0,71,11,5610.2,3,3,3,333,Potential Loyalists,Medium Risk
13120.0,54,9,3359.48,3,3,3,333,Potential Loyalists,Medium Risk
13121.0,42,24,25746.57,4,4,4,444,Champions,Low Risk
13122.0,299,1,123.65,1,1,1,111,Lost Customers,High Risk
13123.0,100,18,11838.68,3,4,4,344,Loyal Customers,Low Risk
13124.0,8,41,44556.3,4,4,4,444,Champions,Low Risk
13125.0,16,44,49748.64,4,4,4,444,Champions,Low Risk
13127.0,27,21,74548.9,4,4,4,444,Champions,Low Risk
13128.0,75,10,7136.42,3,3,3,333,Potential Loyalists,Medium Risk
13129.0,25,14,6792.240000000001,4,3,3,433,Potential Loyalists,Medium Risk
13130.0,459,1,1728.02,1,1,2,112,Lost Customers,High Risk
13131.0,109,6,968.29,2,2,2,222,At Risk,High Risk
13132.0,289,5,3982.09,1,2,3,123,Lost Customers,High Risk
13133.0,186,7,1790.73,2,2,2,222,At Risk,High Risk
13134.0,296,10,28134.01,1,3,4,134,Lost Customers,High Risk
13135.0,218,13,8334.83,2,3,3,233,At Risk,High Risk
13136.0,59,7,4064.41,3,2,3,323,Potential Loyalists,Medium Risk
13137.0,46,35,59405.670000000006,4,4,4,444,Champions,Low Risk
13138.0,327,3,682.07,1,1,1,111,Lost Customers,High Risk
13139.0,46,3,1035.67,4,1,2,412,Potential Loyalists,Medium Risk
13140.0,9,40,37370.63,4,4,4,444,Champions,Low Risk
13141.0,314,1,39.09,1,1,1,111,Lost Customers,High Risk
13142.0,48,8,4740.96,4,2,3,423,Potential Loyalists,Medium Risk
13143.0,55,13,11051.15,3,3,3,333,Potential Loyalists,Medium Risk
13144.0,469,2,147.4,1,1,1,111,Lost Customers,High Risk
13145.0,51,9,1668.82,3,3,2,332,Potential Loyalists,Medium Risk
13146.0,9,22,49595.2,4,4,4,444,Champions,Low Risk
13147.0,117,7,3680.74,2,2,3,223,At Risk,High Risk
13148.0,364,2,270.82,1,1,1,111,Lost Customers,High Risk
13149.0,295,2,372.59,1,1,1,111,Lost Customers,High Risk
13150.0,5,24,14600.92,4,4,4,444,Champions,Low Risk
13151.0,404,9,2534.2,1,3,2,132,Lost Customers,High Risk
13152.0,297,1,11.8,1,1,1,111,Lost Customers,High Risk
13153.0,341,2,228.0,1,1,1,111,Lost Customers,High Risk
13154.0,62,6,8992.47,3,2,3,323,Potential Loyalists,Medium Risk
13155.0,367,1,94.9,1,1,1,111,Lost Customers,High Risk
13156.0,125,8,6000.06,2,2,3,223,At Risk,High Risk
13157.0,61,18,23854.04,3,4,4,344,Loyal Customers,Low Risk
13158.0,170,11,4851.56,2,3,3,233,At Risk,High Risk
13159.0,28,25,20031.97,4,4,4,444,Champions,Low Risk
13160.0,70,15,3537.81,3,4,3,343,Loyal Customers,Low Risk
13161.0,1,29,98364.02,4,4,4,444,Champions,Low Risk
13162.0,16,22,22541.82,4,4,4,444,Champions,Low Risk
13163.0,39,7,7203.47,4,2,3,423,Potential Loyalists,Medium Risk
13164.0,200,6,1504.61,2,2,2,222,At Risk,High Risk
13165.0,19,19,48493.32,4,4,4,444,Champions,Low Risk
13166.0,267,15,9351.99,2,4,3,243,Loyal Customers,Low Risk
13167.0,12,29,22427.14,4,4,4,444,Champions,Low Risk
13168.0,466,2,128.76,1,1,1,111,Lost Customers,High Risk
13169.0,58,7,1867.36,3,2,2,322,Potential Loyalists,Medium Risk
13171.0,83,6,1203.42,3,2,2,322,Potential Loyalists,Medium Risk
13172.0,5,21,36215.08,4,4,4,444,Champions,Low Risk
13173.0,70,12,4183.2,3,3,3,333,Potential Loyalists,Medium Risk
13174.0,56,12,3548.8900000000003,3,3,3,333,Potential Loyalists,Medium Risk
13175.0,250,9,2658.17,2,3,2,232,At Risk,High Risk
13176.0,37,8,2068.79,4,2,2,422,Potential Loyalists,Medium Risk
13177.0,33,9,4228.79,4,3,3,433,Potential Loyalists,Medium Risk
13178.0,407,9,1374.83,1,3,2,132,Lost Customers,High Risk
13179.0,334,5,5443.85,1,2,3,123,Lost Customers,High Risk
13180.0,18,30,28207.83,4,4,4,444,Champions,Low Risk
13181.0,536,1,35.9,1,1,1,111,Lost Customers,High Risk
13182.0,1,26,14866.0,4,4,4,444,Champions,Low Risk
13183.0,189,5,2599.41,2,2,2,222,At Risk,High Risk
13184.0,443,1,31.68,1,1,1,111,Lost Customers,High Risk
13185.0,21,45,25350.44,4,4,4,444,Champions,Low Risk
13186.0,4,35,25868.21,4,4,4,444,Champions,Low Risk
13187.0,248,1,142.35,2,1,1,211,At Risk,High Risk
13189.0,74,11,5232.55,3,3,3,333,Potential Loyalists,Medium Risk
13191.0,65,9,2541.1000000000004,3,3,2,332,Potential Loyalists,Medium Risk
13192.0,398,2,189.77,1,1,1,111,Lost Customers,High Risk
13193.0,46,20,13236.15,4,4,4,444,Champions,Low Risk
13194.0,11,35,31075.06,4,4,4,444,Champions,Low Risk
13195.0,403,1,242.68,1,1,1,111,Lost Customers,High Risk
13196.0,485,1,49.22,1,1,1,111,Lost Customers,High Risk
13198.0,219,18,12027.41,2,4,4,244,Loyal Customers,Low Risk
13199.0,56,4,496.72,3,2,1,321,Potential Loyalists,Medium Risk
13200.0,138,9,1269.94,2,3,2,232,At Risk,High Risk
13201.0,211,5,1121.66,2,2,2,222,At Risk,High Risk
13202.0,196,5,28181.52,2,2,4,224,At Risk,High Risk
13204.0,85,10,2562.92,3,3,2,332,Potential Loyalists,Medium Risk
13205.0,226,13,8130.85,2,3,3,233,At Risk,High Risk
13206.0,61,10,1799.99,3,3,2,332,Potential Loyalists,Medium Risk
13207.0,15,36,21788.49,4,4,4,444,Champions,Low Risk
13208.0,12,44,53988.83,4,4,4,444,Champions,Low Risk
13209.0,40,21,19474.7,4,4,4,444,Champions,Low Risk
13210.0,73,11,4748.15,3,3,3,333,Potential Loyalists,Medium Risk
13211.0,36,37,79887.91,4,4,4,444,Champions,Low Risk
13212.0,146,10,2993.27,2,3,2,232,At Risk,High Risk
13213.0,79,5,1257.3000000000002,3,2,2,322,Potential Loyalists,Medium Risk
13214.0,116,10,2488.86,2,3,2,232,At Risk,High Risk
13215.0,51,25,24261.09,3,4,4,344,Loyal Customers,Low Risk
13217.0,65,10,4039.26,3,3,3,333,Potential Loyalists,Medium Risk
13218.0,5,44,104656.31,4,4,4,444,Champions,Low Risk
13219.0,4,32,18946.37,4,4,4,444,Champions,Low Risk
13220.0,506,2,349.42,1,1,1,111,Lost Customers,High Risk
13221.0,85,7,2453.59,3,2,2,322,Potential Loyalists,Medium Risk
13222.0,1,45,114895.83,4,4,4,444,Champions,Low Risk
13224.0,295,16,9013.68,1,4,3,143,Loyal Customers,Low Risk
13225.0,144,14,3823.19,2,3,3,233,At Risk,High Risk
13226.0,110,5,1415.58,2,2,2,222,At Risk,High Risk
13227.0,653,1,47.45,1,1,1,111,Lost Customers,High Risk
13228.0,6,31,25916.62,4,4,4,444,Champions,Low Risk
13229.0,111,8,2081.79,2,2,2,222,At Risk,High Risk
13230.0,148,4,949.94,2,2,2,222,At Risk,High Risk
13231.0,75,13,3063.57,3,3,2,332,Potential Loyalists,Medium Risk
13232.0,1,39,30156.09,4,4,4,444,Champions,Low Risk
13233.0,136,6,4660.58,2,2,3,223,At Risk,High Risk
13234.0,540,1,1211.83,1,1,2,112,Lost Customers,High Risk
13235.0,1,27,18888.85,4,4,4,444,Champions,Low Risk
13237.0,1,19,17555.44,4,4,4,444,Champions,Low Risk
13238.0,370,10,3053.48,1,3,2,132,Lost Customers,High Risk
13239.0,83,3,2908.9500000000003,3,1,2,312,Potential Loyalists,Medium Risk
13240.0,42,5,564.6899999999999,4,2,1,421,Potential Loyalists,Medium Risk
13241.0,249,8,4688.04,2,2,3,223,At Risk,High Risk
13242.0,159,11,2798.84,2,3,2,232,At Risk,High Risk
13243.0,4,37,22985.48,4,4,4,444,Champions,Low Risk
13244.0,58,4,711.61,3,2,1,321,Potential Loyalists,Medium Risk
13245.0,1,37,59256.350000000006,4,4,4,444,Champions,Low Risk
13246.0,231,19,8732.6,2,4,3,243,Loyal Customers,Low Risk
13247.0,143,5,1811.3,2,2,2,222,At Risk,High Risk
13248.0,262,2,138.01999999999998,2,1,1,211,At Risk,High Risk
13249.0,503,2,381.67,1,1,1,111,Lost Customers,High Risk
13250.0,67,12,3799.56,3,3,3,333,Potential Loyalists,Medium Risk
13251.0,433,1,38.76,1,1,1,111,Lost Customers,High Risk
13252.0,274,12,53711.3,2,3,4,234,At Risk,High Risk
13254.0,496,1,47.45,1,1,1,111,Lost Customers,High Risk
13255.0,201,6,1768.16,2,2,2,222,At Risk,High Risk
13256.0,149,3,1287.29,2,1,2,212,At Risk,High Risk
13257.0,285,14,13748.93,1,3,4,134,Lost Customers,High Risk
13258.0,202,7,2656.99,2,2,2,222,At Risk,High Risk
13259.0,14,38,35817.33,4,4,4,444,Champions,Low Risk
13261.0,114,11,4806.150000000001,2,3,3,233,At Risk,High Risk
13262.0,412,1,44.24,1,1,1,111,Lost Customers,High Risk
13263.0,10,32,27528.22,4,4,4,444,Champions,Low Risk
13264.0,5,39,46731.5,4,4,4,444,Champions,Low Risk
13265.0,104,9,3565.3900000000003,3,3,3,333,Potential Loyalists,Medium Risk
13266.0,161,11,3707.63,2,3,3,233,At Risk,High Risk
13267.0,41,9,2785.11,4,3,2,432,Potential Loyalists,Medium Risk
13268.0,56,10,4527.92,3,3,3,333,Potential Loyalists,Medium Risk
13269.0,350,3,813.45,1,1,1,111,Lost Customers,High Risk
13270.0,467,1,59.48,1,1,1,111,Lost Customers,High Risk
13271.0,384,2,695.6600000000001,1,1,1,111,Lost Customers,High Risk
13272.0,187,8,1192.66,2,2,2,222,At Risk,High Risk
13273.0,361,2,768.5,1,1,1,111,Lost Customers,High Risk
13274.0,88,6,2003.73,3,2,2,322,Potential Loyalists,Medium Risk
13275.0,66,8,1616.98,3,2,2,322,Potential Loyalists,Medium Risk
13276.0,54,15,4599.32,3,4,3,343,Loyal Customers,Low Risk
13277.0,263,6,2695.43,2,2,2,222,At Risk,High Risk
13278.0,60,10,1303.63,3,3,2,332,Potential Loyalists,Medium Risk
13279.0,2,32,34307.36,4,4,4,444,Champions,Low Risk
13280.0,88,14,5943.08,3,3,3,333,Potential Loyalists,Medium Risk
13281.0,88,14,3920.9,3,3,3,333,Potential Loyalists,Medium Risk
13282.0,505,1,94.9,1,1,1,111,Lost Customers,High Risk
13283.0,34,6,2218.41,4,2,2,422,Potential Loyalists,Medium Risk
13284.0,144,6,1550.08,2,2,2,222,At Risk,High Risk
13285.0,488,1,288.45,1,1,1,111,Lost Customers,High Risk
13286.0,416,1,288.69,1,1,1,111,Lost Customers,High Risk
13287.0,236,2,354.31,2,1,1,211,At Risk,High Risk
13288.0,551,1,3.24,1,1,1,111,Lost Customers,High Risk
13289.0,146,11,6089.490000000001,2,3,3,233,At Risk,High Risk
13290.0,6,12,6215.8,4,3,3,433,Potential Loyalists,Medium Risk
13291.0,8,39,31310.85,4,4,4,444,Champions,Low Risk
13292.0,121,7,5680.61,2,2,3,223,At Risk,High Risk
13293.0,77,6,1323.0600000000002,3,2,2,322,Potential Loyalists,Medium Risk
13294.0,45,13,30784.980000000003,4,3,4,434,Potential Loyalists,Medium Risk
13295.0,360,2,138.29,1,1,1,111,Lost Customers,High Risk
13296.0,259,15,37170.26,2,4,4,244,Loyal Customers,Low Risk
13297.0,325,11,5479.900000000001,1,3,3,133,Lost Customers,High Risk
13298.0,693,2,1256.92,1,1,2,112,Lost Customers,High Risk
13299.0,99,8,5719.32,3,2,3,323,Potential Loyalists,Medium Risk
13300.0,457,2,443.93,1,1,1,111,Lost Customers,High Risk
13301.0,19,24,21977.76,4,4,4,444,Champions,Low Risk
13302.0,364,12,15831.31,1,3,4,134,Lost Customers,High Risk
13303.0,5,37,34891.71,4,4,4,444,Champions,Low Risk
13304.0,285,1,356.44000000000005,1,1,1,111,Lost Customers,High Risk
13305.0,90,8,2658.0,3,2,2,322,Potential Loyalists,Medium Risk
13306.0,165,14,31308.63,2,3,4,234,At Risk,High Risk
13307.0,62,24,16455.66,3,4,4,344,Loyal Customers,Low Risk
13308.0,45,10,4627.3,4,3,3,433,Potential Loyalists,Medium Risk
13309.0,196,7,19336.880000000005,2,2,4,224,At Risk,High Risk
13310.0,106,8,3685.27,2,2,3,223,At Risk,High Risk
13311.0,218,5,1716.88,2,2,2,222,At Risk,High Risk
13312.0,120,15,6670.5,2,4,3,243,Loyal Customers,Low Risk
13313.0,153,12,5746.09,2,3,3,233,At Risk,High Risk
13314.0,105,9,2470.0,3,3,2,332,Potential Loyalists,Medium Risk
13315.0,505,1,14.21,1,1,1,111,Lost Customers,High Risk
13316.0,458,1,64.72,1,1,1,111,Lost Customers,High Risk
13317.0,35,29,25750.08,4,4,4,444,Champions,Low Risk
13318.0,303,13,4967.66,1,3,3,133,Lost Customers,High Risk
13319.0,52,11,6250.56,3,3,3,333,Potential Loyalists,Medium Risk
13320.0,166,6,699.4100000000001,2,2,1,221,At Risk,High Risk
13321.0,67,8,2544.64,3,2,2,322,Potential Loyalists,Medium Risk
13322.0,30,43,42259.01,4,4,4,444,Champions,Low Risk
13323.0,429,2,757.84,1,1,1,111,Lost Customers,High Risk
13324.0,39,31,28408.41,4,4,4,444,Champions,Low Risk
13325.0,275,2,218.48,2,1,1,211,At Risk,High Risk
13326.0,12,37,26717.56,4,4,4,444,Champions,Low Risk
13327.0,203,6,1747.37,2,2,2,222,At Risk,High Risk
13328.0,1,30,26260.85,4,4,4,444,Champions,Low Risk
13329.0,22,12,2619.99,4,3,2,432,Potential Loyalists,Medium Risk
13330.0,241,7,1741.3,2,2,2,222,At Risk,High Risk
13331.0,223,6,3848.34,2,2,3,223,At Risk,High Risk
13332.0,208,10,3373.75,2,3,3,233,At Risk,High Risk
13333.0,494,1,210.55,1,1,1,111,Lost Customers,High Risk
13334.0,9,28,16575.33,4,4,4,444,Champions,Low Risk
13335.0,475,1,29.74,1,1,1,111,Lost Customers,High Risk
13336.0,53,13,20588.84,3,3,4,334,Potential Loyalists,Medium Risk
13337.0,45,2,149.56,4,1,1,411,Potential Loyalists,Medium Risk
13338.0,435,2,1075.74,1,1,2,112,Lost Customers,High Risk
13339.0,2,18,46865.48999999999,4,4,4,444,Champions,Low Risk
13340.0,53,9,18812.51,3,3,4,334,Potential Loyalists,Medium Risk
13341.0,458,1,99.44,1,1,1,111,Lost Customers,High Risk
13342.0,81,7,2227.76,3,2,2,322,Potential Loyalists,Medium Risk
13343.0,18,35,29121.51,4,4,4,444,Champions,Low Risk
13344.0,308,13,5648.27,1,3,3,133,Lost Customers,High Risk
13345.0,1,41,26783.68,4,4,4,444,Champions,Low Risk
13346.0,90,4,865.97,3,2,1,321,Potential Loyalists,Medium Risk
13347.0,207,14,12491.41,2,3,4,234,At Risk,High Risk
13348.0,59,8,2719.25,3,2,2,322,Potential Loyalists,Medium Risk
13349.0,16,23,18394.41,4,4,4,444,Champions,Low Risk
13350.0,596,1,120.46,1,1,1,111,Lost Customers,High Risk
13351.0,95,11,1773.48,3,3,2,332,Potential Loyalists,Medium Risk
13352.0,438,1,46.04,1,1,1,111,Lost Customers,High Risk
13353.0,215,6,2282.04,2,2,2,222,At Risk,High Risk
13354.0,146,9,4092.08,2,3,3,233,At Risk,High Risk
